Index,Requirement,Ground Truth,Response,Equivalent
11509,"Move box 1 from store 6 to house 9, and then go to intersection 5 and continue staying there",F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & G intersection_5),F(p_box_1 & store_6 & F(p_box_1 & house_9 & F(G intersection_5))),False
11510,"Do not enter building_3 until you arrive at garage_3, and once there, remain in building_3",(!building_3 U garage_3) & FG building_3,(!building_3 U garage_3) & G(garage_3 -> G building_3),False
11511,"at some point both a house collapses and the house is open and, it will happen that the bridge closes afterwards",G!(house_collapses & house_is_open) | F(house_collapses & house_is_open & F bridge_closes),F((house_collapses & house_is_open) & X(bridge_closes)),False
11512,"(prop_2) is not the case and you observe (prop_1), or eventually do (prop_3) .",(prop_1 & !prop_2) | F prop_3,(!prop_2 & prop_1) | F prop_3,True
11513,"Globally , when the scenario that ( prop_1 ) does n't get detected , and the event that ( prop_4 ) occurs then all of the following conditions hold : at once the transition action that ( prop_3 ) ought never to happen , and in no time ( prop_2 ) .",G((prop_1 & prop_4) -> (prop_2 & prop_3)),G((!prop_1 & prop_4) -> (!prop_3 & !prop_2)),False
11514,Every record the vehicle on northeast_4th_street is directly followed by begining recording the pedestrian on east_10th_street in the next step.,G(record_vehicle_northeast_4th_street -> X record_pedestrian_east_10th_street),G(record_vehicle_northeast_4th_street -> X record_pedestrian_east_10th_street),True
11515,Continuously stay in locality 9 without leaving,G locality_9,G(locality_9),True
11516,"Record the vehicle on west_3rd_avenue must keep holding until, from some point on, change light_west yellow holds infinitely often.",record_vehicle_west_3rd_avenue U GF change_light_west_yellow,(record_vehicle_west_3rd_avenue U (GF change_light_west_yellow)),True
11517,"finally, either a train derails or the semaphore is red after both the brake is pressed and the train has arrived",G((brake_is_pressed & train_has_arrived) -> F(semaphore_is_red | train_derails)),F(train_derails | ((brake_is_pressed & train_has_arrived) -> X semaphore_is_red)),False
11518,if both a sensor captures data and the motorbike falls down then it is always the case that either a motorbike falls down or the house collapses,G((motorbike_falls_down & sensor_captures_data) -> G(house_collapses | motorbike_falls_down)),(sensor_captures_data & motorbike_falls_down) -> G(motorbike_falls_down | house_collapses),False
11519,when possible visit waste basket and do not pick_up anything,F visit_waste_basket & !F pick_up_anything,G(visit_waste_basket & !pick_up_anything),False
11520,"If (prop_2) eventually happens, then either (prop_3) or (prop_1) should happen .",F prop_2 -> (prop_1 | prop_3),F prop_2 -> (prop_3 | prop_1),True
11521,"Once deliver the car to the shelf has occurred, pickup the bicycle will never occur again.",G(deliver_car_shelf -> XG!pickup_bicycle),G(deliver_car_shelf -> G(!pickup_bicycle)),False
11522,"At every step, change light_north red equals the value of get_help in the next step.",G(change_light_north_red <-> X get_help),G(change_light_north_red <-> X get_help),True
11523,"If (prop_2) and (prop_1) happen at the same time, then compare if (prop_4) is equivalent to (prop_3), and if so, stop .",(prop_1 & prop_2) U (prop_3 <-> prop_4),G((prop_1 & prop_2) -> (prop_3 <-> prop_4)),False
11524,"If you do (prop_1) and observe (prop_3), then this should be equivalent to if you had done (prop_2) or (prop_4) .",(prop_1 & prop_3) <-> (prop_2 | prop_4),(prop_1 & prop_3) <-> (prop_2 | prop_4),True
11525,Every idle is directly followed by delivering the scissors to the loading_dock in the next step.,G(idle -> X deliver_scissors_loading_dock),G(idle -> X deliver_scissors_loading_dock),True
11526,"For each time instant in the future it should be the case that if ( prop_1 ) then ( prop_2 ) happens , and also ( prop_3 ) .",prop_3 & G(prop_1 -> prop_2),G((prop_1 -> prop_2) & prop_3),False
11527,whenever ( prop_1 ) or do not ( prop_2 ),F(prop_1 | !prop_2),G(prop_1 | !prop_2),False
11528,Visit statue_5 and photo of it,F(photo & statue_5),statue_5 & photo,False
11529,enter the blue_room by way of the yellow_room,F(yellow_room & F blue_room),F(yellow_room & F blue_room),True
11530,"If pickup the cell_phone happens infinitely often, then so does deliver the baseball_glove to the shelf.",GF pickup_cell_phone -> GF deliver_baseball_glove_shelf,GF pickup_cell_phone -> GF deliver_baseball_glove_shelf,True
11531,"absolutely never, the motorbike is driven or the elevator is blocked",G!(elevator_is_blocked | motorbike_is_driven),G(!(motorbike_is_driven | elevator_is_blocked)),True
11532,"forever, the elevator is open or a car stops",G(car_stops | elevator_is_open),G(elevator_is_open | car_stops),True
11533,Always (prop_2). (prop_3) when (prop_1).,(prop_3 -> prop_1) & G prop_2,G(prop_2) & (prop_1 -> prop_3),False
11534,always when a train stops or a house is open then at some point either the bar has to be repaired or the semaphore is red,G((house_is_open | train_stops) -> F(bar_has_to_be_repaired | semaphore_is_red)),G((train_stops | house_is_open) -> F(bar_has_to_be_repaired | semaphore_is_red)),True
11535,"If it is not the case that ( prop_1 ) or ( prop_3 ) , then ( prop_2 ) .",!(prop_1 | prop_3) -> prop_2,(!(prop_1 | prop_3)) -> prop_2,True
11536,"If photo the vehicle on north_7th_avenue holds, then in the next step change light_south yellow persists until photoing the cyclist on south_9th_street holds, or else change light_south yellow holds forever.",photo_vehicle_north_7th_avenue -> X((change_light_south_yellow U photo_cyclist_south_9th_street) | G change_light_south_yellow),photo_vehicle_north_7th_avenue -> X(change_light_south_yellow U photo_cyclist_south_9th_street | G change_light_south_yellow),True
11537,It is required that the scenario in which ( prop_3 ) does not happen is equivalent to the scenario in which ( prop_2 ) or ( prop_1 ) happens .,!prop_3 <-> (prop_1 | prop_2),(!prop_3) <-> (prop_2 | prop_1),True
11538,when possible take_possession_of bear can infer that don't pick_up anything,F take_possession_of_bear -> !F pick_up_anything,G(take_possession_of_bear -> !pick_up_anything),False
11539,under no circumstances both the house is built and a train derails,G!(house_is_built & train_derails),G(!(house_is_built & train_derails)),True
11540,"Whenever get_help holds, change light_north yellow holds exactly three steps later.",G(get_help -> XXX change_light_north_yellow),G(get_help -> X X X change_light_north_yellow),True
11541,Guarantee that you (prop_2) and (prop_1),F(prop_1 & prop_2),G(prop_2 & prop_1),False
11542,when possible go_by waste basket and secure apple,secure_apple & F go_by_waste_basket,F(go_by_waste_basket & secure_apple),False
11543,"If (prop_2), then (prop_1), or else keep (prop_4) until (prop_3) .",(prop_2 -> prop_1) | (prop_4 U prop_3),(prop_2 -> prop_1) | (prop_4 U prop_3),True
11544,"All of ( prop_1 ) , ( prop_3 ) , and ( prop_2 ) should be detected .",prop_1 & prop_2 & prop_3,prop_1 & prop_2 & prop_3,True
11545,"If ( prop_3 ) then ( prop_2 ) , or else ( prop_1 ) does not happen .",!prop_1 | (prop_3 -> prop_2),(prop_3 -> prop_2) | !prop_1,True
11546,"In the case the scenario that ( prop_1 ) takes place , and ( prop_2 ) then the following condition holds : at the same time point ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),(prop_1 & prop_2) -> prop_3,False
11547,"always, either the motorbike falls down, the bar is down or a semaphore is yellow",G(bar_is_down | motorbike_falls_down | semaphore_is_yellow),G(motorbike_falls_down | bar_is_down | semaphore_is_yellow),True
11548,"If (prop_3) doesn't happen, then make sure any of the following happens: (prop_2) or (prop_1) .",prop_1 | prop_2 | !prop_3,!prop_3 -> (prop_2 | prop_1),False
11549,"If ( prop_3 ) then implies ( prop_4 ) and in turn ( prop_1 ) happens, then the above statement implies ( prop_2 ) .",(prop_1 & (prop_3 -> prop_4)) -> prop_2,((prop_3 -> (prop_4 & prop_1)) -> prop_2),False
11550,If ( prop_3 ) is not the case and ( prop_1 ) is the case then ( prop_2 ) has to be the case .,(prop_1 & !prop_3) -> prop_2,(!prop_3 & prop_1) -> prop_2,True
11551,"When the event that ( prop_4 ) does n't get observed , and ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) then this condition ought to consistently sustain until there is a certain moment in the future , at which ( prop_3 ) .",G((prop_1 & prop_4) -> (prop_2 U prop_3)),(!prop_4 & prop_1) -> (prop_2 U prop_3),False
11552,"If (prop_3), (prop_1) until (prop_2).",prop_3 -> (prop_1 U prop_2),prop_3 -> (prop_1 U prop_2),True
11553,Every get_help is directly followed by picking up the cup in the next step.,G(get_help -> X pickup_cup),G(get_help -> X pickup_cup),True
11554,"In the event that ( prop_1 ) , or ( prop_3 ) , then all of the following conditions are true : in the future until the simulation ends , without interruption ( prop_2 ) .",G((prop_1 | prop_3) -> G prop_2),(prop_1 | prop_3) -> G prop_2,False
11555,whenever go_to trash receptacle or never let_go orange,F go_to_trash_receptacle | G!let_go_orange,G(go_to_trash_receptacle | G(!let_go_orange)),False
11556,"Either idle happens infinitely often, or get_help happens in the next step.",GF idle | X get_help,GF idle | X get_help,True
11557,never ( prop_1 ) and whenever ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1) & G(prop_2 -> F prop_2),False
11558,"Once photo the pedestrian on southeast_1st_avenue has occurred, change light_west green will never occur again.",G(photo_pedestrian_southeast_1st_avenue -> XG!change_light_west_green),G(photo_pedestrian_southeast_1st_avenue -> G(!change_light_west_green)),False
11559,if the brake is released and the bar has to be repaired then in any case a motorbike falls down and the table has been moved,G((bar_has_to_be_repaired & brake_is_released) -> G(motorbike_falls_down & table_has_been_moved)),(brake_is_released & bar_has_to_be_repaired) -> G(motorbike_falls_down & table_has_been_moved),False
11560,Ensure you capture a photo of statue_6 and afterward proceed to bench_4 and stay,F(photo & statue_6 & F(bench_4 & G bench_4)),F((photo & statue_6) & F(bench_4 & G bench_4)),True
11561,"If (prop_2) and (prop_4) happen at the same time, or if (prop_1), then you should do (prop_3) .",(prop_1 -> prop_3) | (prop_2 & prop_4),((prop_2 & prop_4) | prop_1) -> prop_3,False
11562,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1) & G(!prop_2),False
11563,take_to tree or acquire apple,acquire_apple | take_to_tree,take_to_tree | acquire_apple,True
11564,It is not the case that ( prop_3 ) continues to happen until at some point ( prop_2 ) happens and also ( prop_1 ) .,!(prop_1 & (prop_3 U prop_2)),!(prop_3 U (prop_2 & prop_1)),False
11565,"when ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2),False
11566,at some time ( prop_1 ) means that at any time ( prop_2 ),F prop_1 -> F prop_2,F(prop_1) -> G(prop_2),False
11568,This controller must eventually change light_south yellow and change light_east red.,F(change_light_east_red & change_light_south_yellow),F(change_light_south_yellow & change_light_east_red),True
11569,It is required that the scenario in which ( prop_2 ) does not happen is equivalent to the scenario in which ( prop_3 ) or ( prop_1 ) happens .,!prop_2 <-> (prop_1 | prop_3),(!prop_2) <-> (prop_3 | prop_1),True
11570,when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2),(F prop_1) & (G(prop_2 -> prop_2)),False
11571,if either the manager handles requests or the table is old then it is always true that a table is brown and a car starts,G((manager_handles_requests | table_is_old) -> G(car_starts & table_is_brown)),(manager_handles_requests | table_is_old) -> G(table_is_brown & car_starts),False
11572,if either the brake is released or the escalator is blocked then all the time a train stops and a sensor gathers information,G((brake_is_released | escalator_is_blocked) -> G(sensor_gathers_information & train_stops)),(brake_is_released | escalator_is_blocked) -> G(train_stops & sensor_gathers_information),False
11573,Do not at park_5 before reaching intersection_4,!park_5 U intersection_4,(!park_5) U intersection_4,True
11574,Take a photo of the car on east_1st_street holds at all times.,G photo_car_east_1st_street,G(photo_car_east_1st_street),True
11575,if the semaphore is yellow then it is always the case that either a constructor creates instances or a house is built,G(semaphore_is_yellow -> G(constructor_creates_instances | house_is_built)),semaphore_is_yellow -> G(constructor_creates_instances | house_is_built),False
11576,every time a train is crossing and the manager collect claims then it never happens that both a manager collect claims and the bridge closes,G((manager_collect_claims & train_is_crossing) -> G!(bridge_closes & manager_collect_claims)),G((train_is_crossing & manager_collect_claims) -> G(!(manager_collect_claims & bridge_closes))),True
11577,"Globally , when ( prop_1 ) , or the scenario that ( prop_2 ) does n't take place then in response ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3),G((prop_1 | !prop_2) -> prop_3),False
11578,"If ( prop_4 ) and ( prop_1 ) are both true , then ( prop_3 ) or ( prop_2 ) should happen .",(prop_1 & prop_4) -> (prop_2 | prop_3),(prop_4 & prop_1) -> (prop_3 | prop_2),True
11579,Make sure (prop_3) doesn't happen until (prop_1) and (prop_2) happen at the same time .,!prop_3 U (prop_1 & prop_2),(!prop_3) U (prop_1 & prop_2),True
11580,( prop_1 ) and forever ( prop_2 ),prop_1 & G prop_2,prop_1 & G prop_2,True
11581,never ( prop_1 ) means that whenever ( prop_2 ),G!prop_1 -> F prop_2,G(!prop_1) <-> G(prop_2 -> G(!prop_1)),False
11582,when possible get pear or always hold_onto orange,F get_pear | G hold_onto_orange,G(get_pear | G hold_onto_orange),False
11583,at some time ( prop_1 ) until do not ( prop_2 ),F(prop_1 U !prop_2),F(prop_1 U !prop_2),True
11584,Avoid entering house_1,G!house_1,G(!house_1),True
11585,never let_go orange until at some time make_way_for tree,G!let_go_orange U F make_way_for_tree,!let_go_orange U make_way_for_tree,False
11586,"Call for help should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),"G(F[0,2] get_help)",False
11587,The scenario in which ( prop_2 ) happens and continues to happen until ( prop_3 ) is equivalent to the scenario in which ( prop_1 ) .,prop_1 <-> (prop_2 U prop_3),(prop_2 U prop_3) <-> prop_1,True
11588,"It is required that at some point in the future ( prop_1 ) happens , and at the same time ( prop_3 ) and ( prop_2 ) should also happen .",prop_2 & prop_3 & F prop_1,F(prop_1 & prop_2 & prop_3),False
11589,"If you do (prop_4) and observe (prop_3), then do (prop_1) until you do (prop_2) .",(prop_3 & prop_4) -> (prop_1 U prop_2),(prop_4 & prop_3) -> (prop_1 U prop_2),True
11590,"when whenever get orange , at some time go_to house",F get_orange -> F go_to_house,G(get_orange -> F go_to_house),False
11591,at some time make_your_way flag until hold pear,F make_your_way_flag U hold_pear,F(make_your_way_flag U hold_pear),False
11592,Make sure you do not (prop_2) until (prop_1).,!prop_2 U prop_1,(!prop_2) U prop_1,True
11593,when possible ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2),F(prop_1) | F(prop_2),True
11594,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
11595,For all time (prop_3) is true or else both (prop_1) and (prop_2) are true .,(prop_1 & prop_2) | G prop_3,G(prop_3 | (prop_1 & prop_2)),False
11596,It is not the case that ( prop_1 ) happens and continues to happen until ( prop_2 ) or else ( prop_3 ) .,!(prop_3 | (prop_1 U prop_2)),!(prop_1 U (prop_2 | prop_3)),False
11597,Either pickup the person or idle happens infinitely often.,GF pickup_person | GF idle,GF(pickup_person | idle),True
11598,"it is going to happen that either the bar has to be repaired or a table is old and, at some point either an elevator is blocked or the house is open afterwards",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(elevator_is_blocked | house_is_open)),F((bar_has_to_be_repaired | table_is_old) & F(elevator_is_blocked | X house_is_open)),False
11599,(prop_2) and (prop_1).,prop_1 & prop_2,prop_2 & prop_1,True
11600,"Photograph the collision on north_6th_avenue must hold until geting help does, or else photo the collision on north_6th_avenue holds forever.",(photo_collision_north_6th_avenue U get_help) | G photo_collision_north_6th_avenue,(photo_collision_north_6th_avenue U get_help) | G photo_collision_north_6th_avenue,True
11601,"If ( prop_3 ) does not happen , then ( prop_1 ) or ( prop_2 ) happens .",!prop_3 -> (prop_1 | prop_2),!prop_3 -> (prop_1 | prop_2),True
11602,"after either the table is old or the car starts, every time the brake is pressed and the bar is down",G((car_starts | table_is_old) -> G(bar_is_down & brake_is_pressed)),F((table_is_old | car_starts) & G((brake_is_pressed & bar_is_down))),False
11603,"It is globally the case that if ( prop_1 ) and ( prop_2 ) then ( prop_3 ) should be true , and vice versa .",prop_3 <-> G(prop_1 & prop_2),G((prop_1 & prop_2) <-> prop_3),False
11604,"If ( prop_3 ) or ( prop_2 ) happens , then the scenario in which ( prop_1 ) happens is equivalent to the scenario in which ( prop_4 ) happens .",(prop_2 | prop_3) -> (prop_1 <-> prop_4),(prop_3 | prop_2) -> (prop_1 <-> prop_4),True
11605,"It should be the case that at some point (prop_2) happens and (prop_3) happens at the same time, which is equivalent to the scenario that (prop_1) does not happen .",!prop_1 <-> (prop_3 & F prop_2),F(prop_2 & prop_3) <-> !prop_1,False
11606,Stay in area_5,G area_5,G area_5,True
11607,at any time ( prop_1 ) or do not ( prop_2 ),F(prop_1 | !prop_2),G(prop_1) | !prop_2,False
11608,( prop_1 ) and never ( prop_2 ),prop_1 & G!prop_2,prop_1 & G ! prop_2,True
11609,don't let_go pear and at some time stop_by house,!let_go_pear & F stop_by_house,(!let_go_pear) & F stop_by_house,True
11610,"when repeatedly ( prop_1 ) , ( prop_2 )",GF prop_1 -> prop_2,G(prop_1 -> prop_2),False
11611,"at some point a sensor gathers information and, in the future either a constructor creates instances or the elevator is blocked afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(constructor_creates_instances | elevator_is_blocked)),F(sensor_gathers_information & F(constructor_creates_instances | X elevator_is_blocked)),False
11612,"when ( prop_1 ) , don't ( prop_2 )",prop_1 -> !prop_2,G(prop_1 -> !prop_2),False
11613,( prop_1 ) until ( prop_2 ),prop_1 U prop_2,prop_1 U prop_2,True
11614,"If record the person on southwest_6th_avenue holds and change light_north red holds next, then get_help holds in the step after that.",G((record_person_southwest_6th_avenue & X change_light_north_red) -> XX get_help),(record_person_southwest_6th_avenue & X change_light_north_red) -> XX get_help,False
11615,"If ( prop_2 ) then ( prop_3 ) , and ( prop_1 ) .",prop_1 & (prop_2 -> prop_3),(prop_2 -> prop_3) & prop_1,True
11616,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1) & G(!prop_2),False
11617,forever touch flag or when possible show_yourself_near house,G touch_flag | F show_yourself_near_house,G(touch_flag | F show_yourself_near_house),False
11618,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2,False
11619,Either (prop_3) or (prop_2) happens and at the same time (prop_1) is always true .,(prop_2 | prop_3) & G prop_1,(prop_3 | prop_2) & G prop_1,True
11620,"Globally , during the interval that ( prop_3 ) , then the following condition is true : without any delay ( prop_1 ) and the scenario that ( prop_2 ) should be detected at the same time .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> (X(prop_1 & prop_2))),False
11621,( prop_1 ) or at any time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
11622,The robot must Please record the pedestrian on southeast_7th_avenue and then change light_west yellow.,record_pedestrian_southeast_7th_avenue U change_light_west_yellow,F(record_pedestrian_southeast_7th_avenue & F change_light_west_yellow),False
11623,"Globally, it is not the case that both pickup the baseball_bat and pickup the refrigerator hold simultaneously.",G!(pickup_baseball_bat & pickup_refrigerator),G(!(pickup_baseball_bat & pickup_refrigerator)),True
11624,at any time ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
11625,"Whenever pickup the skateboard holds, from the next step onwards search the kite will eventually hold.",G(pickup_skateboard -> XF search_kite),G(pickup_skateboard -> X F search_kite),True
11626,Do not go to park 5 before reaching intersection 4,!park_5 U intersection_4,(!park_5) U intersection_4,True
11627,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2)),False
11628,"Whenever get_help holds, record injured_rescuer holds as well.",G(get_help -> record_injured_rescuer),G(get_help -> record_injured_rescuer),True
11629,This controller must always maintain both change light_east green and get_help.,G(change_light_east_green & get_help),G(change_light_east_green & get_help),True
11630,Make (prop_3) happen at some point if (prop_1) is equivalent to (prop_2) .,(prop_1 <-> prop_3) -> F prop_2,(prop_1 <-> prop_2) -> F prop_3,False
11631,"Globally , whenever ( prop_1 ) , or ( prop_3 ) then there has to ultimately exist a certain time instant in the future before the end of the simulation , after which without interruption ( prop_2 ) .",G((prop_1 | prop_3) -> FG prop_2),G((prop_1 | prop_3) -> F G prop_2),True
11632,"If at some point ( prop_1 ) then ( prop_3 ) happens and this scenario continues to hold until ( prop_4 ) is detected , this is equivalent to ( prop_2 ) .",prop_2 <-> ((prop_1 -> prop_3) U prop_4),(F(prop_1 -> (prop_3 U prop_4))) <-> prop_2,False
11633,The scenario that ( prop_3 ) or the scenario that ( prop_1 ) or the scenario that ( prop_4 ) or the scenario that ( prop_2 ) should be detected .,prop_1 | prop_2 | prop_3 | prop_4,prop_3 | prop_1 | prop_4 | prop_2,True
11634,Avoid going to street_4 as you deliver package_8 from store_7 to house_2,G!street_4 & F(store_7 & F(p_package_8 & F(house_2 & pd))),G(!(street_4 & p_package_8)),False
11635,"Once get_help has occurred, change light_south green will never occur again.",G(get_help -> XG!change_light_south_green),G(get_help -> G(!change_light_south_green)),False
11636,"If ( prop_1 ) leads to ( prop_2 ), then either ( prop_4 ) or ( prop_3 ) should happen.",(prop_1 -> prop_2) -> (prop_3 | prop_4),(F(prop_1 & F prop_2)) -> (F prop_4 | F prop_3),False
11637,"first, it will happen that both the manager handles requests and a motorbike falls down, and then, it is going to happen that both a manager collect claims and a sensor captures data",G!(manager_handles_requests & motorbike_falls_down) | F(manager_handles_requests & motorbike_falls_down & F(manager_collect_claims & sensor_captures_data)),F((manager_handles_requests & motorbike_falls_down) & F(manager_collect_claims & sensor_captures_data)),False
11638,don't ( prop_1 ) and ( prop_2 ),!(prop_1 & prop_2),!(prop_1 & prop_2),True
11639,"Globally, it is not the case that both get_help and idle holding simultaneously.",G!(get_help & idle),G(!(get_help & idle)),True
11640,every time either the car stops or a table has been moved then at a certain moment the elevator is blocked and a train derails,G((car_stops | table_has_been_moved) -> F(elevator_is_blocked & train_derails)),G((car_stops | table_has_been_moved) -> F(elevator_is_blocked & train_derails)),True
11641,"Either (prop_1) or (prop_2) should happen, or else (prop_4) should keep happening until (prop_3) .",prop_1 | prop_2 | (prop_4 U prop_3),(prop_1 | prop_2) | (prop_4 U prop_3),True
11642,it will not happen that a train has arrived and together a train derails and the sensor gathers information,G!(sensor_gathers_information & train_derails & train_has_arrived),!(train_has_arrived & (train_derails & sensor_gathers_information)),False
11643,never ( prop_1 ) or never ( prop_2 ),G(!prop_1 | G!prop_2),G(!prop_1) | G(!prop_2),False
11644,whenever ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
11645,"If ( prop_2 ) or ( prop_3 ) then there exists sometime in the future before the end of the simulation , at which ( prop_1 ) .",G((prop_2 | prop_3) -> F prop_1),(prop_2 | prop_3) -> F prop_1,False
11646,"every time the car enters or the brake is released then never, both the semaphore is red and the bar is up",G((brake_is_released | car_enters) -> G!(bar_is_up & semaphore_is_red)),G((car_enters | brake_is_released) -> G(!(semaphore_is_red & bar_is_up))),True
11647,"It is always the case that whenever the scenario that ( prop_3 ) takes place and ( prop_2 ) , then in response there is a time in the future before the execution ends , at which ultimately ( prop_1 ) .",G((prop_2 & prop_3) -> F prop_1),G((prop_3 & prop_2) -> F prop_1),True
11648,Stay in building 2 until you reach path 3,building_2 U path_3,building_2 U path_3,True
11649,"If you do not do (prop_3) and instead do (prop_2), then always do (prop_1) .",(prop_2 & !prop_3) -> G prop_1,(!prop_3 & prop_2) -> G prop_1,True
11650,"If ( prop_2 ) then ( prop_3 ) , and ( prop_1 ) .",prop_1 & (prop_2 -> prop_3),(prop_2 -> prop_3) & prop_1,True
11651,"Eventually, (prop_1) should happen, and either (prop_3) or (prop_2) should also happen.",(prop_2 | prop_3) & F prop_1,F(prop_1 & (prop_3 | prop_2)),False
11652,at any time show_yourself_near house and take apple,take_apple & F show_yourself_near_house,G(show_yourself_near_house & take_apple),False
11653,"it will not happen that either the escalator speeds up, the bar is down or a bridge closes",G!(bar_is_down | bridge_closes | escalator_speeds_up),!(escalator_speeds_up | bar_is_down | bridge_closes),False
11654,forever ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2,False
11655,"first, at some point the elevator is open and the manager collect claims, and then, sooner or later the brake is pressed or a bridge closes",G!(elevator_is_open & manager_collect_claims) | F(elevator_is_open & manager_collect_claims & F(brake_is_pressed | bridge_closes)),F((elevator_is_open & manager_collect_claims) & F(brake_is_pressed | bridge_closes)),False
11656,whenever a train has arrived then at a certain moment the semaphore is yellow,G(train_has_arrived -> F semaphore_is_yellow),G(train_has_arrived -> F semaphore_is_yellow),True
11657,"Either (prop_4) and (prop_2) happen at the same time, or else (prop_3) is equivalent to (prop_1) .",(prop_1 <-> prop_3) | (prop_2 & prop_4),(prop_4 & prop_2) | (prop_3 <-> prop_1),True
11658,whenever ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
11659,"If (prop_2), then (prop_4), and (prop_1) is equivalent to (prop_3) .",(prop_2 -> prop_4) & (prop_1 <-> prop_3),(prop_2 -> prop_4) & (prop_1 <-> prop_3),True
11660,"(prop_2) is equivalent to (prop_3), and do not do (prop_1) .",!prop_1 & (prop_2 <-> prop_3),(prop_2 <-> prop_3) & !prop_1,True
11661,every time the train derails then at some point in time both the table is old and a table has been moved,G(train_derails -> F(table_has_been_moved & table_is_old)),G(train_derails -> F(table_is_old & table_has_been_moved)),True
11662,"when ( prop_1 ) , at some time ( prop_2 )",prop_1 -> F prop_2,G(prop_1 -> F prop_2),False
11663,at some point in time the bar is down or the train has arrived,F(bar_is_down | train_has_arrived),F(bar_is_down | train_has_arrived),True
11664,"For each time instant if ( prop_3 ) does not happen then ( prop_1 ) , and ( prop_2 ) .",prop_2 & G(!prop_3 -> prop_1),G(!prop_3 -> (prop_1 & prop_2)),False
11665,"Globally , when ( prop_3 ) then the event that ( prop_1 ) should immediately take place and ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> X(prop_1 & prop_2)),False
11666,"(prop_1) does not happen, and (prop_3) or (prop_2) should happen .",!prop_1 & (prop_2 | prop_3),(!prop_1) & (prop_3 | prop_2),True
11667,"It is always the case that whenever the event that ( prop_1 ) happens , or ( prop_3 ) , then at the same time point ( prop_4 ) and at the same moment ( prop_2 ) .",G((prop_1 | prop_3) -> (prop_2 & prop_4)),G((prop_1 | prop_3) -> (prop_4 & prop_2)),True
11668,"Once deliver_aid the injured_hostile has occurred, go_home will never occur again.",G(deliver_aid_injured_hostile -> XG!go_home),G(deliver_aid_injured_hostile -> G(!go_home)),False
11669,"never, an elevator is open, the escalator is blocked and the bar is up",G!(bar_is_up & elevator_is_open & escalator_is_blocked),G!(elevator_is_open & escalator_is_blocked & bar_is_up),True
11670,"The event of (prop_1) happening eventually is equivalent to the condition that if (prop_3) happens, then (prop_2) must also happen.",(prop_3 -> prop_2) <-> F prop_1,F prop_1 <-> (prop_3 -> prop_2),True
11671,"if when possible proceed_to flag , acquire apple",F proceed_to_flag -> acquire_apple,G(proceed_to_flag -> F acquire_apple),False
11672,"after a sensor captures data or the brake is released, in any case either the brake is pressed or an elevator is blocked",G((brake_is_released | sensor_captures_data) -> G(brake_is_pressed | elevator_is_blocked)),G((sensor_captures_data | brake_is_released) -> (brake_is_pressed | elevator_is_blocked)),False
11673,"If ( prop_2 ) happens and continues to happen until ( prop_4 ) is detected , as well as ( prop_1 ) , then ( prop_3 ) .",(prop_1 & (prop_2 U prop_4)) -> prop_3,((prop_2 U prop_4) & prop_1) -> prop_3,True
11674,"after both the semaphore is green and the elevator is blocked, at some point in time an elevator falls or the elevator is open",G((elevator_is_blocked & semaphore_is_green) -> F(elevator_falls | elevator_is_open)),G((semaphore_is_green & elevator_is_blocked) -> F(elevator_falls | elevator_is_open)),True
11675,"If (prop_3) and (prop_1) happen, then (prop_2) should not happen .",(prop_1 & prop_3) -> !prop_2,(prop_3 & prop_1) -> !prop_2,True
11676,Either if (prop_1) then (prop_3) or else not (prop_2) .,!prop_2 | (prop_1 -> prop_3),(prop_1 -> prop_3) | !prop_2,True
