Index,Requirement,Ground Truth,Response,Equivalent
7562,"never, the semaphore is yellow and, at the same time, a sensor gathers information and the train has arrived",G!(semaphore_is_yellow & sensor_gathers_information & train_has_arrived),G(!(semaphore_is_yellow & sensor_gathers_information & train_has_arrived)),True
7563,venture_towards house and secure apple,secure_apple & venture_towards_house,F(venture_towards_house & F secure_apple),False
7564,"finally, either the bridge opens or the bar is up and, it is going to happen that the engine stops or a train is crossing afterwards",G!(bar_is_up | bridge_opens) | F((bar_is_up | bridge_opens) & F(engine_stops | train_is_crossing)),F((bridge_opens | bar_is_up) & F(engine_stops | X train_is_crossing)),False
7565,"If (prop_2) eventually happens, then make sure that (prop_1) and (prop_3) both happen .",F prop_2 -> (prop_1 & prop_3),F prop_2 -> (F prop_1 & F prop_3),False
7566,"If (prop_1) is equivalent to (prop_3), then either (prop_2) or (prop_4) should happen .",(prop_1 <-> prop_3) -> (prop_2 | prop_4),(prop_1 <-> prop_3) -> (F prop_2 | F prop_4),False
7567,at some point a train derails after the elevator falls or an elevator is open,G((elevator_falls | elevator_is_open) -> F train_derails),F((elevator_falls | elevator_is_open) & F train_derails),False
7568,Either (prop_3) or (prop_1) should happen is equal to the case (prop_2) doesn't .,!prop_2 <-> (prop_1 | prop_3),(F (prop_3 | prop_1)) <-> (!prop_2),False
7569,never ( prop_1 ) or at some time ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | F(prop_2),False
7570,You need to wait until (prop_2) before (prop_1).,!prop_2 U prop_1,(!prop_1) U prop_2,False
7571,"Either ensure that (prop_2) happens eventually, or if (prop_3) does not happen, then make sure (prop_1) happens.",(!prop_3 -> prop_1) | F prop_2,F prop_2 | (!F prop_3 -> F prop_1),False
7572,"it will happen that a table is brown and the escalator moves and, it is going to happen that a train has arrived afterwards",G!(escalator_moves & table_is_brown) | F(escalator_moves & table_is_brown & F train_has_arrived),F(table_is_brown & escalator_moves & F train_has_arrived),False
7573,( prop_1 ) and ( prop_2 ),prop_1 & prop_2,prop_1 & prop_2,True
7574,"Globally , while the event that ( prop_3 ) is not detected and ( prop_1 ) then the following condition holds : simultaneously ( prop_4 ) , and starting without any delay ( prop_2 ) .",G((prop_1 & prop_3) -> (prop_2 & prop_4)),G((!prop_3 & prop_1) -> (prop_4 & X prop_2)),False
7575,"If ( prop_3 ) happens and continues until ( prop_2 ) happens , then the scenario in which ( prop_1 ) happens is equivalent to the scenario in which ( prop_4 ) happens .",(prop_3 U prop_2) -> (prop_1 <-> prop_4),(prop_3 U prop_2) -> (prop_1 <-> prop_4),True
7576,Stay in street 8,G street_8,G street_8,True
7577,"Transport the vase to the loading_dock must keep holding until, from some point on, pickup the fork holds infinitely often.",deliver_vase_loading_dock U GF pickup_fork,deliver_vase_loading_dock U GF pickup_fork,True
7578,"after a car starts and a table is brown, it will happen that either a train derails or the escalator moves",G((car_starts & table_is_brown) -> F(escalator_moves | train_derails)),F((car_starts & table_is_brown) -> F(train_derails | escalator_moves)),False
7579,every time the semaphore is green and the elevator falls then in any case a sensor captures data or the engine breaks,G((elevator_falls & semaphore_is_green) -> G(engine_breaks | sensor_captures_data)),G((semaphore_is_green & elevator_falls) -> (sensor_captures_data | engine_breaks)),False
7580,Stay within locality_2 as you pickup document_5 from office_4 and deliver it to office_9,G locality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd))),G(locality_2) & (F(office_4 & p_document_5) & F(F(office_4 & p_document_5) -> F(office_9 & pd))),False
7581,"if whenever ( prop_1 ) , repeatedly ( prop_2 )",F prop_1 -> GF prop_2,G(prop_1 -> G prop_2),False
7582,"Globally , when the scenario that ( prop_2 ) occurs and ( prop_1 ) then in response there will have to be a certain time instant in the future before the end of the simulation ultimately , after which consistently ( prop_3 ) .",G((prop_1 & prop_2) -> FG prop_3),G((prop_2 & prop_1) -> F G prop_3),True
7583,"It is not the case that if ( prop_3 ) then imply ( prop_2 ) , which is equal to ( prop_1 ) .",prop_1 <-> !(prop_3 -> prop_2),!(prop_3 -> (prop_2 <-> prop_1)),False
7584,"At every step, record the vehicle on west_1st_street equals the value of photo the collision on west_4th_avenue in the next step.",G(record_vehicle_west_1st_street <-> X photo_collision_west_4th_avenue),G(record_vehicle_west_1st_street <-> X photo_collision_west_4th_avenue),True
7585,at some time go_to apple and collect pear,collect_pear & F go_to_apple,F(go_to_apple & F collect_pear),False
7586,"If (prop_3) and (prop_1) are both true, then either (prop_2) or (prop_4) must be true as well, and vice versa .",(prop_1 & prop_3) <-> (prop_2 | prop_4),G((prop_3 & prop_1) <-> (prop_2 | prop_4)),False
7587,Every photo the motorcycle on east_8th_avenue is directly followed by calling for help in the next step.,G(photo_motorcycle_east_8th_avenue -> X get_help),G(photo_motorcycle_east_8th_avenue -> X get_help),True
7588,If ( prop_2 ) then ( prop_1 ) globally and ( prop_3 ) .,prop_3 & G(prop_2 -> prop_1),prop_2 -> (G prop_1 & prop_3),False
7589,when possible ( prop_1 ) or do not ( prop_2 ),F(prop_1 | !prop_2),G(prop_1 | !prop_2),False
7590,Go to landmark_6 and photo of it,F(landmark_6 & photo),F(landmark_6 & F photo),False
7591,pass through the yellow_room to reach the green_room,F(yellow_room & F green_room),(!green_room U yellow_room) & F green_room,False
7592,"If get_help happens infinitely often, then so does pickup the handbag.",GF get_help -> GF pickup_handbag,GF get_help -> GF pickup_handbag,True
7593,at no time a motorbike falls down or the escalator moves,G!(escalator_moves | motorbike_falls_down),G(!(motorbike_falls_down | escalator_moves)),True
7594,every time either a constructor creates instances or the elevator rises,G(constructor_creates_instances | elevator_rises),G(constructor_creates_instances | elevator_rises),True
7595,"If (prop_2) happens, make (prop_1) happen, and always keep (prop_3) .",(prop_2 -> prop_1) & G prop_3,G(prop_2 -> (F prop_1 & G prop_3)),False
7596,"Whenever ( prop_2 ) , and ( prop_1 ) , then the following condition is true : there must be finally a certain time point in the future before the execution ends , after which ( prop_3 ) .",G((prop_1 & prop_2) -> FG prop_3),G((prop_1 & prop_2) -> F G prop_3),True
7597,"It is always the case that in case that ( prop_2 ) or ( prop_3 ) then the following condition is true : ultimately there exists a certain time point in the future , at which ( prop_1 ) and then this condition consistently continues in the future before the end of the simulation .",G((prop_2 | prop_3) -> FG prop_1),G((prop_2 | prop_3) -> F G prop_1),True
7598,"if the house is open or a table has been moved then finally, a car starts or the train derails",G((house_is_open | table_has_been_moved) -> F(car_starts | train_derails)),(house_is_open | table_has_been_moved) -> F (car_starts | train_derails),False
7599,"If it is not the case that ( prop_3 ) or ( prop_1 ), then ( prop_2 ) .",!(prop_1 | prop_3) -> prop_2,(! (prop_3 | prop_1)) -> prop_2,True
7600,"If record the collision on northwest_4th_street holds, then in the next step photo the motorcycle on northeast_6th_street persists until geting help holds, or else photo the motorcycle on northeast_6th_street holds forever.",record_collision_northwest_4th_street -> X((photo_motorcycle_northeast_6th_street U get_help) | G photo_motorcycle_northeast_6th_street),record_collision_northwest_4th_street -> (X(photo_motorcycle_northeast_6th_street U get_help) | G photo_motorcycle_northeast_6th_street),False
7601,Either (prop_2) or (prop_3) happening is equivalent to (prop_1) not happening.,!prop_1 <-> (prop_2 | prop_3),(prop_2 | prop_3) <-> !prop_1,True
7602,Ensure you stay in street 5 at all times while repeatedly capturing photos of parking lot 4,G street_5 & GF(parking_lot_4 & photo),G(street_5) & GF(photo & parking_lot_4),True
7603,it never happens that both an elevator is open and a train stops,G!(elevator_is_open & train_stops),G(!(elevator_is_open & train_stops)),True
7604,"Whenever change light_east red holds, change light_south green holds exactly three steps later.",G(change_light_east_red -> XXX change_light_south_green),G(change_light_east_red -> X(X(X(change_light_south_green)))),True
7605,at any time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G(prop_1 & prop_2),False
7606,approach trash can and at any time snag orange,approach_trash_can & F snag_orange,F(approach_trash_can & FG snag_orange) | F(approach_trash_can & F snag_orange) -> F(approach_trash_can & F snag_orange),False
7607,"If (prop_3), then (prop_4), or else keep trying (prop_2) until (prop_1) .",(prop_3 -> prop_4) | (prop_2 U prop_1),(prop_3 -> prop_4) | (prop_2 U prop_1),True
7608,Ensure you keep taking images of locality 7 and never enter park 3,GF(locality_7 & photo) & G!park_3,G((photo & locality_7) & !park_3),False
7609,"If (prop_1), then (prop_3), or else don't (prop_2) .",!prop_2 | (prop_1 -> prop_3),(prop_1 -> prop_3) | !prop_2,True
7610,"Globally , everytime when the transition action that ( prop_3 ) takes place , and ( prop_2 ) then all of the following conditions hold : ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1),G((prop_3 & prop_2) -> prop_1),True
7611,"always, either an elevator rises, the semaphore is broken or the escalator is blocked",G(elevator_rises | escalator_is_blocked | semaphore_is_broken),G(elevator_rises | semaphore_is_broken | escalator_is_blocked),True
7612,Take a picture of building 2,F(building_2 & photo),F(photo & building_2),True
7613,"If the scenario that ( prop_3 ) is detected then ( prop_2 ) , and ( prop_1 ) , then ( prop_4 ) .",(prop_1 & (prop_3 -> prop_2)) -> prop_4,G((prop_3 & prop_2 & prop_1) -> prop_4),False
7614,go_by waste bin and secure apple,go_by_waste_bin & secure_apple,F(go_by_waste_bin & F secure_apple),False
7615,"Globally , everytime when ( prop_1 ) , and ( prop_4 ) , then all of the following conditions are true : ( prop_3 ) and this scenario shall always keep until ( prop_2 ) .",G((prop_1 & prop_4) -> (prop_3 U prop_2)),G((prop_1 & prop_4) -> (prop_3 U prop_2)),True
7616,"If (prop_2), (prop_3) until (prop_1).",prop_2 -> (prop_3 U prop_1),prop_2 -> (prop_3 U prop_1),True
7617,Every deliver the motorbike to the loading_dock is directly followed by requesting assistance in the next step.,G(deliver_motorbike_loading_dock -> X get_help),G(deliver_motorbike_loading_dock -> X get_help),True
7618,"If at some point ( prop_2 ) is equivalent to ( prop_4 ) and this scenario continues until ( prop_3 ) is detected , and ( prop_1 ) .",prop_1 & ((prop_2 <-> prop_4) U prop_3),F((prop_2 <-> prop_4) U prop_3) & prop_1,False
7619,when possible gather pear or never drop pear,F gather_pear | G!drop_pear,GF(gather_pear) | G(!drop_pear),False
7620,"Either record the person on southeast_9th_avenue happens infinitely often, or change light_west red happens in the next step.",GF record_person_southeast_9th_avenue | X change_light_west_red,GF(record_person_southeast_9th_avenue) | X(change_light_west_red),True
7621,never ( prop_1 ) and when possible ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1) & GF(prop_2),True
7622,"Once deliver the person to the shelf has occurred, get_help will never occur again.",G(deliver_person_shelf -> XG!get_help),G(deliver_person_shelf -> G(!get_help)),False
7623,if the manager collect claims and the escalator is blocked then it is always the case that both a table is brown and a car starts,G((escalator_is_blocked & manager_collect_claims) -> G(car_starts & table_is_brown)),(manager_collect_claims & escalator_is_blocked) -> G(table_is_brown & car_starts),False
7624,"Photograph statue_6 and then move to bench_4, staying there continuously",F(photo & statue_6 & F(bench_4 & G bench_4)),F((photo & statue_6) & F(G(bench_4))),True
7625,"Either (prop_3) and (prop_4) happen at the same time, or if (prop_2), then make (prop_1) happen .",(prop_2 -> prop_1) | (prop_3 & prop_4),(prop_3 & prop_4) | (prop_2 -> F prop_1),False
7626,Repeatedly (prop_1),GF prop_1,GF prop_1,True
7627,venture_towards house or go_by waste bin,go_by_waste_bin | venture_towards_house,venture_towards_house | go_by_waste_bin,True
7628,It is not the case that ( prop_1 ) happens and continues to happen until ( prop_3 ) is detected and also ( prop_2 ) .,!(prop_2 & (prop_1 U prop_3)),!(prop_1 U (prop_3 & prop_2)),False
7629,"when ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2),False
7630,"when when possible ( prop_1 ) , when possible ( prop_2 )",F prop_1 -> F prop_2,F(prop_1) & F(prop_2),False
7631,repeatedly go_to waste basket and whenever set_out_to house,GF go_to_waste_basket & F set_out_to_house,GF(go_to_waste_basket) & G(set_out_to_house -> F(go_to_waste_basket)),False
7632,"Our agent must Eventually, both pickup the scissors and pickup the bowl hold simultaneously.",F(pickup_bowl & pickup_scissors),F(pickup_scissors & pickup_bowl),True
7633,The scenario in which (prop_1) or (prop_3) happens is equivalent to the scenario in which (prop_2) does not happen .,!prop_2 <-> (prop_1 | prop_3),(prop_1 | prop_3) <-> !prop_2,True
7634,when possible ( prop_1 ) and when possible ( prop_2 ),F(prop_1 & F prop_2),F(prop_1) & F(prop_2),False
7635,it is always the case that both the sensor retrieves data and the engine breaks after the constructor creates instances or a house is built,G((constructor_creates_instances | house_is_built) -> G(engine_breaks & sensor_retrieves_data)),G((constructor_creates_instances | house_is_built) -> F(sensor_retrieves_data & engine_breaks)),False
7636,"after either a table is old or a car starts, every time both the motorbike falls down and the escalator is blocked",G((car_starts | table_is_old) -> G(escalator_is_blocked & motorbike_falls_down)),F((table_is_old | car_starts) & G((motorbike_falls_down & escalator_is_blocked) -> (motorbike_falls_down & escalator_is_blocked))),False
7637,Avoid entering building_1 until street_4 has been reached.,!building_1 U street_4,(!building_1) U street_4,True
7638,"It should be the case that either not (prop_3) is equivalent to (prop_2) , or else (prop_1) finally happens .",(prop_2 <-> !prop_3) | F prop_1,(!prop_3 <-> prop_2) | F prop_1,True
7639,every time a semaphore is yellow then it is always true that either the bar is up or the elevator rises,G(semaphore_is_yellow -> G(bar_is_up | elevator_rises)),G(semaphore_is_yellow -> G(bar_is_up | elevator_rises)),True
7640,"after both the escalator is blocked and a house is open, under no circumstances the bar is up and the engine stops",G((escalator_is_blocked & house_is_open) -> G!(bar_is_up & engine_stops)),F((escalator_is_blocked & house_is_open) & G(!(bar_is_up & engine_stops))),False
7641,"Globally , if ( prop_3 ) , or ( prop_1 ) then all of the following conditions hold : ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2),G((prop_3 | prop_1) -> prop_2),True
7642,"If (prop_3) and (prop_1), then either (prop_2) or (prop_4) .",(prop_1 & prop_3) -> (prop_2 | prop_4),(prop_3 & prop_1) -> (prop_2 | prop_4),True
7643,"If (prop_2) and (prop_1), then (prop_4) should be equivalent to (prop_3) .",(prop_1 & prop_2) -> (prop_3 <-> prop_4),G((prop_2 & prop_1) -> (prop_4 <-> prop_3)),False
7644,( prop_1 ) and always ( prop_2 ),prop_1 & G prop_2,prop_1 & G prop_2,True
7645,"after both the bridge opens and a sensor retrieves data, it will not happen that the brake is released or the engine starts",G((bridge_opens & sensor_retrieves_data) -> G!(brake_is_released | engine_starts)),F(bridge_opens & sensor_retrieves_data) -> G(!(brake_is_released | engine_starts)),False
7646,when possible journey_by house or always hold_onto orange,F journey_by_house | G hold_onto_orange,F(journey_by_house) | G(hold_onto_orange),True
7647,( prop_1 ) and do not ( prop_2 ),prop_1 & !prop_2,prop_1 & !prop_2,True
7648,Do not visit house_4 under any circumstances,G!house_4,G(!house_4),True
7649,never let_go orange until whenever yield pear,G!let_go_orange U F yield_pear,(!let_go_orange) U yield_pear,False
7650,"Photograph fire_source should always hold, with at most a two-step grace period for recovery.",!G!(photo_fire_source & X photo_fire_source),G(photo_fire_source | X photo_fire_source | XX photo_fire_source),False
7651,"Communicate with the safe_rescuer must keep holding until, from some point on, communicate the injured_rescuer holds infinitely often.",communicate_safe_rescuer U GF communicate_injured_rescuer,communicate_safe_rescuer U (FG (F communicate_injured_rescuer)),True
7652,"If (prop_1) is observed and (prop_2), then keep doing (prop_4) until you do (prop_3) .",(prop_1 & prop_2) -> (prop_4 U prop_3),G((prop_1 & prop_2) -> (prop_4 U prop_3)),False
7653,at any time get orange means that at some time get_close tree,F get_orange -> F get_close_tree,G(get_orange -> F get_close_tree),False
7654,whenever ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
7655,Don't (prop_2) until (prop_1).,!prop_2 U prop_1,(!prop_2) U prop_1,True
7656,when possible ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2),F(prop_1) | F(prop_2),True
7657,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
7658,Either for all time (prop_2) is true or else both (prop_1) and (prop_3) are true .,(prop_1 & prop_3) | G prop_2,G(prop_2) | (prop_1 & prop_3),True
7659,It is not the case that either ( prop_3 ) happens and continues to happen until ( prop_1 ) or else ( prop_2 ) .,!(prop_2 | (prop_3 U prop_1)),!( (prop_3 U prop_1) | prop_2 ),True
7660,Either idle or pickup the frisbee happens infinitely often.,GF idle | GF pickup_frisbee,GF(idle | pickup_frisbee),True
7661,"it will happen that either a sensor retrieves data or a bridge closes and, eventually, either a car enters or the motorbike has started afterwards",G!(bridge_closes | sensor_retrieves_data) | F((bridge_closes | sensor_retrieves_data) & F(car_enters | motorbike_has_started)),F((sensor_retrieves_data | bridge_closes) & F(car_enters | X motorbike_has_started)),False
7662,"If ( prop_2 ) is equivalent to ( prop_1 ) and also ( prop_3 ) , then ( prop_4 ) .",(prop_3 & (prop_1 <-> prop_2)) -> prop_4,((prop_2 <-> (prop_1 & prop_3)) -> prop_4),False
7663,"Get help must hold until recording unsafe_rescuer does, or else get_help holds forever.",(get_help U record_unsafe_rescuer) | G get_help,(get_help U record_unsafe_rescuer) | G get_help,True
7664,Do not pickup box_3 at any time,G!p_box_3,G(!p_box_3),True
7665,"whenever either the motorbike has stopped or an elevator is blocked then forever, the motorbike has stopped and the elevator falls",G((elevator_is_blocked | motorbike_has_stopped) -> G(elevator_falls & motorbike_has_stopped)),G((motorbike_has_stopped | elevator_is_blocked) -> G(motorbike_has_stopped & elevator_falls)),True
7666,"If it is the case that ( prop_2 ) or ( prop_3 ) then ( prop_1 ) should be true , then ( prop_4 ) .",((prop_2 | prop_3) -> prop_1) -> prop_4,G((prop_2 | prop_3) -> (prop_1 U prop_4)),False
7667,"If ( prop_3 ) or ( prop_2 ) happens , then the scenario in which ( prop_4 ) happens is equivalent to the scenario in which ( prop_1 ) happens .",(prop_2 | prop_3) -> (prop_1 <-> prop_4),G((prop_3 | prop_2) -> (prop_4 <-> prop_1)),False
7668,"Until (prop_3) is not true, keep either (prop_1) or (prop_2) to be true .",(prop_1 | prop_3) U !prop_2,(prop_1 | prop_2) U prop_3,False
7669,Remain in parking_lot_9 at all times,G parking_lot_9,G(parking_lot_9),True
7670,at any time ( prop_1 ) or don't ( prop_2 ),F(prop_1 | !prop_2),G(prop_1 | !prop_2),False
7671,( prop_1 ) and never ( prop_2 ),prop_1 & G!prop_2,prop_1 & G(!prop_2),True
7672,do not let_go pear and at any time get_near flag,!let_go_pear & F get_near_flag,G(!let_go_pear & F get_near_flag),False
7673,"if repeatedly ( prop_1 ) , ( prop_2 )",GF prop_1 -> prop_2,GF(prop_1) -> prop_2,True
7674,"At every step, photo injured_victim equals the value of communicate the safe_rescuer in the next step.",G(photo_injured_victim <-> X communicate_safe_rescuer),G(photo_injured_victim <-> X communicate_safe_rescuer),True
7675,"In case that the transition action that ( prop_3 ) does not get observed and ( prop_1 ) , then all of the following conditions hold : eventually there shall exist a certain time point in the future before the end of the simulation , at which ( prop_2 ) , until then ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 U prop_4)),G((!prop_3 & prop_1) -> F(prop_4 U prop_2)),False
7676,(prop_1) and then (prop_2).,prop_1 U prop_2,F(prop_1 & F prop_2),False
7677,"It is always the case that if ( prop_4 ) and ( prop_1 ) , then ( prop_3 ) and this condition needs to hold without interruption till ( prop_2 ) .",G((prop_1 & prop_4) -> (prop_3 U prop_2)),G((prop_4 & prop_1) -> ((prop_3) U prop_2)),True
7678,If ( prop_3 ) then ( prop_2 ) and ( prop_1 ) .,prop_1 & (prop_3 -> prop_2),prop_3 -> (prop_2 & prop_1),False
7679,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
7680,always have apple or at any time capture pear,G have_apple | F capture_pear,G(have_apple) | GF(capture_pear),False
7681,whenever both a house collapses and a semaphore is red then it never happens that either the brake is released or the train has been launched,G((house_collapses & semaphore_is_red) -> G!(brake_is_released | train_has_been_launched)),G((house_collapses & semaphore_is_red) -> G(!(brake_is_released | train_has_been_launched))),True
7682,"Either (prop_3) or (prop_1) should happen, and at the same time, (prop_2) should always be true.",(prop_1 | prop_3) & G prop_2,(prop_3 | prop_1) & G prop_2,True
7683,"Globally , in case that the scenario that ( prop_2 ) happens then all of the following conditions are true : ( prop_1 ) and ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3)),G(prop_2 -> (prop_1 & prop_3)),True
7684,"If (prop_4) or (prop_1) happens, then wait until (prop_3) and (prop_2) both happen .",(prop_1 | prop_4) U (prop_2 & prop_3),G((prop_4 | prop_1) -> (! (prop_3 & prop_2) U (prop_3 & prop_2))),False
7685,"In this task, deliver_aid the injured_victim, then record flood.",deliver_aid_injured_victim U record_flood,F(deliver_aid_injured_victim & F record_flood),False
7686,Take a video of gas_leak and photo fire_source are mutually exclusive at all times.,G!(photo_fire_source & record_gas_leak),G(!(record_gas_leak & photo_fire_source)),True
7687,at some time ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),F(prop_1 U prop_2),True
7688,"Whenever get_help holds, from the next step onwards photo the pedestrian on north_9th_street will eventually hold.",G(get_help -> XF photo_pedestrian_north_9th_street),G(get_help -> X F photo_pedestrian_north_9th_street),True
7689,Do not go to park 5 until you reach intersection 4,!park_5 U intersection_4,(!park_5) U intersection_4,True
7690,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2)),False
7691,"Whenever get_help holds, photo injured_civilian holds as well.",G(get_help -> photo_injured_civilian),G(get_help -> photo_injured_civilian),True
7692,This controller must always maintain both change light_north red and photo the cyclist on northeast_10th_street.,G(change_light_north_red & photo_cyclist_northeast_10th_street),G(change_light_north_red & photo_cyclist_northeast_10th_street),True
7693,"If (prop_1) is equivalent to (prop_3), then make sure (prop_2) happens soon .",(prop_1 <-> prop_3) -> F prop_2,(prop_1 <-> prop_3) -> F prop_2,True
7694,"Either ( prop_3 ) and ( prop_2 ) , or ( prop_4 ) , or else ( prop_1 ) .",prop_1 | prop_4 | (prop_2 & prop_3),((prop_3 & prop_2) | prop_4) | prop_1,True
7695,"If at some point ( prop_1 ) then ( prop_2 ) happens and this scenario continues to hold until ( prop_4 ) is detected , this is equivalent to ( prop_3 ) .",prop_3 <-> ((prop_1 -> prop_2) U prop_4),F(prop_1 -> (prop_2 U prop_4)) <-> prop_3,False
7696,"You should do either (prop_2) or (prop_1), or else do either (prop_3) or (prop_4) .",prop_1 | prop_2 | prop_3 | prop_4,(prop_2 | prop_1) | (prop_3 | prop_4),True
7697,the bar has to be repaired involves that every time a constructor instantiate objects then sooner or later the train is crossing,G(bar_has_to_be_repaired -> G(constructor_instantiate_objects -> F train_is_crossing)),bar_has_to_be_repaired -> G(constructor_instantiate_objects -> F train_is_crossing),False
7698,"Once pickup the remote has occurred, get_help will never occur again.",G(pickup_remote -> XG!get_help),G(pickup_remote -> G(!get_help)),False
7699,"If finally that ( prop_3 ) is detected then ( prop_1 ) , then ( prop_2 ) .",(F prop_3 -> prop_1) -> prop_2,F(prop_3) -> (prop_1 -> prop_2),False
7700,"first, it is going to happen that a table is old and the bar has to be repaired, and then, finally, both the motorbike catches fire and a semaphore is red",G!(bar_has_to_be_repaired & table_is_old) | F(bar_has_to_be_repaired & table_is_old & F(motorbike_catches_fire & semaphore_is_red)),F((table_is_old & bar_has_to_be_repaired) & F(motorbike_catches_fire & semaphore_is_red)),False
7701,"At least one of the following scenarios is detected : ( prop_4 ) , or ( prop_2 ) , or ( prop_1 ). And in the meantime, ( prop_3 ) happens .",prop_3 & (prop_1 | prop_2 | prop_4),(prop_4 | prop_2 | prop_1) & prop_3,True
7702,Begin recording the cyclist on southeast_2nd_street and photo the car on northwest_8th_avenue are mutually exclusive at all times.,G!(photo_car_northwest_8th_avenue & record_cyclist_southeast_2nd_street),G(!(record_cyclist_southeast_2nd_street & photo_car_northwest_8th_avenue)),True
7703,at some point a car starts and a house is open after the train has been launched or a constructor instantiate objects,G((constructor_instantiate_objects | train_has_been_launched) -> F(car_starts & house_is_open)),F((train_has_been_launched | constructor_instantiate_objects) & F(car_starts & house_is_open)),False
7704,"You should do (prop_2) until (prop_4) happens, or you should do (prop_3) or (prop_1) .",prop_1 | prop_3 | (prop_2 U prop_4),(prop_2 U prop_4) | prop_3 | prop_1,True
7705,"it is never the case that a constructor instantiate objects and, at the same time, the table is old and the table is brown",G!(constructor_instantiate_objects & table_is_brown & table_is_old),G(!(constructor_instantiate_objects & table_is_old & table_is_brown)),True
7706,never ( prop_1 ) or never ( prop_2 ),G(!prop_1 | G!prop_2),G(!prop_1) | G(!prop_2),False
7707,when possible ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2),F(prop_1 | prop_2),True
7708,"It is always the case that whenever ( prop_2 ) , or ( prop_3 ) then the following condition is true : eventually the transition action that ( prop_1 ) should take place at a time in the future before the end of the execution .",G((prop_2 | prop_3) -> F prop_1),G((prop_2 | prop_3) -> F prop_1),True
7709,it will happen that either the bar is closing or a semaphore is red,F(bar_is_closing | semaphore_is_red),F (bar_is_closing | semaphore_is_red),True
7710,"Globally , in case that ( prop_1 ) and ( prop_3 ) then all of the following conditions hold : the transition action that ( prop_2 ) shall be eventually detected at a certain time instant in the future before the simulation ends .",G((prop_1 & prop_3) -> F prop_2),G((prop_1 & prop_3) -> F prop_2),True
7711,Stay on street 6 until you reach intersection 8,street_6 U intersection_8,street_6 U intersection_8,True
7712,whenever ( prop_1 ) or do not ( prop_2 ),F(prop_1 | !F prop_2),G((prop_1 | !prop_2)),False
7713,"If ( prop_3 ) then ( prop_2 ) , and ( prop_1 ) .",prop_1 & (prop_3 -> prop_2),(prop_3 -> prop_2) & prop_1,True
7714,Make sure (prop_3) happens and either (prop_2) or (prop_1) happens .,(prop_1 | prop_2) & F prop_3,F(prop_3) & F(prop_1 | prop_2),False
7715,whenever bring pear and secure apple,secure_apple & F bring_pear,G((bring_pear & secure_apple)),False
7716,"it is never the case that either the sensor retrieves data, a semaphore is yellow or the bar is up",G!(bar_is_up | semaphore_is_yellow | sensor_retrieves_data),G(!(sensor_retrieves_data | semaphore_is_yellow | bar_is_up)),True
7717,"If get_help holds and search the sports_ball holds next, then idle holds in the step after that.",G((get_help & X search_sports_ball) -> XX idle),G((get_help & X search_sports_ball) -> XX idle),True
7718,"it is going to happen that the escalator moves and a car starts and, finally, either the escalator speeds up or a house collapses afterwards",G!(car_starts & escalator_moves) | F(car_starts & escalator_moves & F(escalator_speeds_up | house_collapses)),F(escalator_moves & F(car_starts & F(escalator_speeds_up | F house_collapses))),False
7719,every time the semaphore is yellow then sooner or later a train has arrived,G(semaphore_is_yellow -> F train_has_arrived),G(semaphore_is_yellow -> F train_has_arrived),True
7720,"If (prop_1) is equivalent to (prop_4), or (prop_2) and (prop_3) .",(prop_1 <-> prop_4) | (prop_2 & prop_3),((prop_1 <-> prop_4) | (prop_2 & prop_3)),True
7721,when possible ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),GF(prop_1) & G(!prop_2),False
7722,"If (prop_2), then (prop_1), and keep (prop_3) being equivalent to (prop_4) .",(prop_2 -> prop_1) & (prop_3 <-> prop_4),G(prop_2 -> (prop_1 & G(prop_3 <-> prop_4))),False
7723,"(prop_1) is not true, and make sure (prop_3) is equivalent to (prop_2) .",!prop_1 & (prop_2 <-> prop_3),!prop_1 & (prop_3 <-> prop_2),True
7724,"finally, both a car stops and a house collapses after the train has arrived",G(train_has_arrived -> F(car_stops & house_collapses)),F(train_has_arrived & F(car_stops & house_collapses)),False
7725,"when ( prop_1 ) , at some time ( prop_2 )",prop_1 -> F prop_2,G(prop_1 -> F prop_2),False
7726,sooner or later the elevator falls or the brake is pressed,F(brake_is_pressed | elevator_falls),F (elevator_falls | brake_is_pressed),True
