Index,Requirement,Ground Truth,Response,Equivalent
9487,"Whenever (prop_2) or (prop_3) happens, make sure (prop_1) always happens .",(prop_2 | prop_3) -> G prop_1,G((prop_2 | prop_3) -> G(prop_1)),False
9488,( prop_1 ) and never ( prop_2 ),prop_1 & G!prop_2,prop_1 & G(!prop_2 ),True
9489,The system must eventually idle and get_help.,F(get_help & idle),F(idle & get_help ),True
9490,take_to tree until never drop apple,take_to_tree U G!drop_apple,take_to_tree U G(!drop_apple),True
9491,At some point (prop_1) and at some point (prop_2),F(prop_1 & prop_2),F(prop_1 ) & F(prop_2 ),False
9492,"When ( prop_2 ) or ( prop_3 ) , then the following condition holds : ( prop_4 ) , and ( prop_1 ) .",G((prop_2 | prop_3) -> (prop_1 & prop_4)),G((prop_2 | prop_3) -> (prop_4 & prop_1)),True
9493,"when when possible ( prop_1 ) , ( prop_2 )",F prop_1 -> prop_2,G(prop_1 -> prop_2),False
9494,whenever ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),G(prop_1 | G(!prop_2)),False
9495,( prop_1 ) can infer that whenever ( prop_2 ),prop_1 -> F prop_2,G(prop_1 -> G(prop_2)),False
9497,Our agent must always avoid photoing the motorcycle on north_5th_street.,G!photo_motorcycle_north_5th_street,G(!photo_motorcycle_north_5th_street ),True
9498,go_by waste bin or never drop apple,go_by_waste_bin | G!drop_apple,go_by_waste_bin | G(!drop_apple ),True
9499,The scenario in which ( prop_1 ) doesn't happen is equivalent to the scenario in which ( prop_3 ) happens and continues until ( prop_2 ) happens .,!prop_1 <-> (prop_3 U prop_2),G(!prop_1 ) <-> (prop_3  U prop_2 ),False
9500,"The scenario that ( prop_3 ) , and the scenario that ( prop_1 ) , and the scenario that ( prop_4 ) , and the scenario that ( prop_2 ) .",prop_1 & prop_2 & prop_3 & prop_4,G(prop_3 & prop_1 & prop_4 & prop_2),False
9501,keep apple until when possible have pear,keep_apple U F have_pear,keep_apple U have_pear,False
9502,"Call for help should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),G(get_help | X get_help | X X get_help),False
9503,"Request assistance must keep holding until, from some point on, communicate the injured_victim holds infinitely often.",get_help U GF communicate_injured_victim,(get_help ) U (G(F(communicate_injured_victim ))),True
9504,Either (prop_1) is equivalent to (prop_3) or at least one of the following must be true: (prop_4) or (prop_2) .,prop_2 | prop_4 | (prop_1 <-> prop_3),(prop_1 <-> prop_3) | (prop_4 | prop_2),True
9505,"If (prop_3) and (prop_1), then either do (prop_2) or (prop_4) .",(prop_1 & prop_3) -> (prop_2 | prop_4),G((prop_3 & prop_1) -> (prop_2 | prop_4)),False
9506,"Any of the following should happen: (prop_2) or (prop_4), and (prop_1) or (prop_3) .",(prop_2 | prop_4) & (prop_1 | prop_3),(prop_2 | prop_4) & (prop_1 | prop_3),True
9507,at some time present_at flag or never drop apple,F present_at_flag | G!drop_apple,F present_at_flag | G ! drop_apple,True
9508,"at any time the semaphore is broken, the elevator is blocked and a bridge closes",G(bridge_closes & elevator_is_blocked & semaphore_is_broken),G(semaphore_is_broken -> (elevator_is_blocked & bridge_closes)),False
9509,"At some point ( prop_2 ) or ( prop_1 ) , and ( prop_3 ) .",prop_3 & (prop_1 | prop_2),F((prop_2 | prop_1) & prop_3 ),False
9510,"Ensure that (prop_2) happens soon, but do not let (prop_3) occur until after (prop_1).",F prop_2 & (!prop_3 U prop_1),F prop_2 & (!prop_3 U prop_1),True
9511,whenever ( prop_1 ) and repeatedly ( prop_2 ),F(prop_1 & GF prop_2),G(prop_1 -> G(F prop_2)),False
9512,in the future both the train derails and the escalator moves after a train has arrived,G(train_has_arrived -> F(escalator_moves & train_derails)),G(train_has_arrived -> F(train_derails & escalator_moves)),True
9513,never let_go orange or when possible go_to peach,G!let_go_orange | F go_to_peach,G(!let_go_orange | F go_to_peach),False
9514,"If at some point ( prop_2 ) then ( prop_3 ) happens and this scenario will hold until ( prop_4 ) is detected , and ( prop_1 ) .",prop_1 & ((prop_2 -> prop_3) U prop_4),G(prop_2 -> (prop_3 U prop_4)) & G(prop_1),False
9515,advance_to tree until whenever got_to house,advance_to_tree U F got_to_house,advance_to_tree U got_to_house,False
9516,( prop_1 ) or ( prop_2 ) happens is equivalent to the case that if ( prop_3 ) then ( prop_4 ) .,(prop_3 -> prop_4) <-> (prop_1 | prop_2),(prop_1 | prop_2) <-> (prop_3 -> prop_4),True
9517,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
9518,"If ( prop_1 ) and ( prop_2 ), then ( prop_5 ) until ( prop_6 ) does not happen , and ( prop_4 ) until ( prop_3 ) does not happen .",((prop_1 & prop_2) -> (prop_5 U !prop_6)) & (prop_4 U !prop_3),G((prop_1 & prop_2) -> (!(prop_5 U prop_6) & !(prop_4 U prop_3))),False
9519,On condition that ( prop_3 ) or the event that ( prop_1 ) gets detected then the following condition ought not to be true : consistently ( prop_2 ) .,G((prop_1 | prop_3) -> !G prop_2),G((prop_3 | prop_1) -> !G(prop_2)),True
9520,"It should be the case that either (prop_2) is equivalent to (prop_3), or else (prop_1) is always true .",(prop_2 <-> prop_3) | G prop_1,(prop_2 <-> prop_3) | G (prop_1 ),True
9521,"eventually, a sensor gathers information and, sooner or later a train has arrived afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F train_has_arrived),F(sensor_gathers_information & F(train_has_arrived)),False
9522,move_to trashcan or come_to tree,come_to_tree | move_to_trashcan,move_to_trashcan | come_to_tree,True
9523,forever move_around or at any time get pear,G move_around | F get_pear,G(move_around ) | F(get_pear ),True
9524,"It is not the case that ( prop_2 ) and ( prop_3 ) , or ( prop_1 ) .",prop_1 | !(prop_2 & prop_3),! ( prop_2 & prop_3 ) | prop_1,True
9525,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2)),False
9526,"If (prop_3), (prop_1) and (prop_2) as well.",prop_3 -> (prop_1 & prop_2),G(prop_3 -> (prop_1 & prop_2)),False
9527,"If record the person on north_10th_avenue ever holds, change light_west green must have held beforehand.",F record_person_north_10th_avenue -> (!record_person_north_10th_avenue U (change_light_west_green & !record_person_north_10th_avenue)),!record_person_north_10th_avenue | F(record_person_north_10th_avenue & F(change_light_west_green)),False
9528,"As long as you do not do (prop_3), keep doing (prop_1) until (prop_2) .",!prop_3 -> (prop_1 U prop_2),G(!prop_3 -> (prop_1 U prop_2)),False
9529,"Either do ( prop_1 ) and ( prop_3 ) at the same time, or eventually do ( prop_2 ).",(prop_1 & prop_3) | F prop_2,(prop_1 & prop_3) | F prop_2,True
9530,"Our agent must eventually, avoid requesting assistance.",F!get_help,F(G(!get_help )),False
9531,"The scenario in which (prop_1) is true until (prop_2) , is equivalent to the scenario in which (prop_3) is not true .",!prop_3 <-> (prop_1 U prop_2),(prop_1 U prop_2) <-> !prop_3,True
9532,"it never happens that a house is built, the sensor gathers information and the bar has to be repaired",G!(bar_has_to_be_repaired & house_is_built & sensor_gathers_information),G(!(house_is_built & sensor_gathers_information & bar_has_to_be_repaired)),True
9533,snatch_up pear and grip apple,grip_apple & snatch_up_pear,G(snatch_up_pear & grip_apple),False
9534,"first, at some point in time either the engine breaks or the car enters, and then, at some point either an elevator is blocked or a house is open",G!(car_enters | engine_breaks) | F((car_enters | engine_breaks) & F(elevator_is_blocked | house_is_open)),!((engine_breaks | car_enters)) | F((engine_breaks | car_enters) & F(elevator_is_blocked | house_is_open)),False
9535,"If it is eventually the case that (prop_3), then it must be the case that both (prop_2) and (prop_1) .",F prop_3 -> (prop_1 & prop_2),F(prop_3 ) -> (prop_2 & prop_1 ),True
9537,"as the elevator rises or an elevator is blocked, sooner or later the train has arrived",G((elevator_is_blocked | elevator_rises) -> F train_has_arrived),G((elevator_rises | elevator_is_blocked) -> F(train_has_arrived)),True
9538,It should be the case that either (prop_2) or (prop_3) is true if and only if (prop_1) is not true .,!prop_1 <-> (prop_2 | prop_3),G((prop_2 | prop_3) <-> !prop_1),False
9539,never ( prop_1 ) or when possible ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1 ) | G(prop_2 ),False
9540,"Pick up box 1 from store 6, deliver it to house 9, and then head to intersection 5 and stay there",F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & G intersection_5),F(p_box_1 & store_6 & F(pd & house_9 & F(G intersection_5))),False
9541,Stay away from street_4 until you arrive at intersection_6 and then proceed to and remain in street_4,(!street_4 U intersection_6) & FG street_4,(!street_4 U (intersection_6 & F(G street_4))),True
9542,"first, at some point in time the brake is pressed and the motorbike has stopped, and then, it is going to happen that the sensor gathers information",G!(brake_is_pressed & motorbike_has_stopped) | F(brake_is_pressed & motorbike_has_stopped & F sensor_gathers_information),! (brake_is_pressed & motorbike_has_stopped) | F ((brake_is_pressed & motorbike_has_stopped) & F (sensor_gathers_information)),False
9543,( prop_1 ) and ( prop_2 ),prop_1 & prop_2,prop_1 & prop_2,True
9544,repeatedly go_to waste basket until at any time go_by flag,GF go_to_waste_basket U F go_by_flag,(go_to_waste_basket ) U (go_by_flag ),False
9545,move_to tree and put_in bin,move_to_tree & put_in_bin,F(move_to_tree & F put_in_bin),False
9546,Ensure you continuously stay in street 8,G street_8,G(street_8 ),True
9547,"Get help must keep holding until, from some point on, search the boat holds infinitely often.",get_help U GF search_boat,get_help U (G(F search_boat )),True
9548,"as a motorbike has stopped and the escalator moves, eventually, the brake is released or the engine breaks",G((escalator_moves & motorbike_has_stopped) -> F(brake_is_released | engine_breaks)),G((motorbike_has_stopped & escalator_moves) -> F(brake_is_released | engine_breaks)),True
9549,every time both the motorbike falls down and the escalator is blocked then every time either the car enters or the train has arrived,G((escalator_is_blocked & motorbike_falls_down) -> G(car_enters | train_has_arrived)),G((motorbike_falls_down & escalator_is_blocked) -> G(car_enters | train_has_arrived)),True
9550,Always stay in locality_7 as you take letter_1 from office_4 to house_1,G locality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd))),G((p_letter_1 & office_4) -> (locality_7 U house_1)),False
9551,"After (prop_3) finally occurs, make sure that either (prop_1) or (prop_2) happen .",F prop_3 -> (prop_1 | prop_2),G(prop_3 -> F(prop_1 | prop_2)),False
9552,"If (prop_1), (prop_3) until (prop_2).",prop_1 -> (prop_3 U prop_2),G(prop_1 -> (prop_3 U prop_2)),False
9553,"At every step, record the pedestrian on west_3rd_avenue equals the value of photo the pedestrian on west_4th_street in the next step.",G(record_pedestrian_west_3rd_avenue <-> X photo_pedestrian_west_4th_street),G(record_pedestrian_west_3rd_avenue <-> X photo_pedestrian_west_4th_street),True
9554,Keep (prop_4) and (prop_3) happening until the point when (prop_1) becomes equivalent to (prop_2).,(prop_3 & prop_4) U (prop_1 <-> prop_2),(prop_4 & prop_3) U (prop_1 <-> prop_2),True
9555,"If (prop_1) and (prop_2) happen at the same time, then this is equivalent to (prop_4) or (prop_3) happening .",(prop_1 & prop_2) <-> (prop_3 | prop_4),G((prop_1 & prop_2) <-> (prop_4 | prop_3)),False
9556,Every search the giraffe is directly followed by remaining still in the next step.,G(search_giraffe -> X idle),G(search_giraffe -> X idle),True
9557,at any time ( prop_1 ) or do not ( prop_2 ),F(prop_1 | !prop_2),G(prop_1 | ! prop_2),False
9558,Ensure you reach statue_7 and photo,F(photo & statue_7),F(statue_7 & photo),True
9559,only go through yellow_rooms to get to blue_rooms,F(yellow_room & F blue_room),(!blue_room ) U (yellow_room ),False
9560,"If search the toothbrush happens infinitely often, then so does idle.",GF search_toothbrush -> GF idle,GF search_toothbrush -> GF idle,True
9561,it will not happen that the sensor captures data or a constructor creates instances,G!(constructor_creates_instances | sensor_captures_data),G(!(sensor_captures_data | constructor_creates_instances)),True
9562,"always, either the bar has to be repaired or an elevator falls",G(bar_has_to_be_repaired | elevator_falls),G(bar_has_to_be_repaired | elevator_falls),True
9563,"For all time, make sure (prop_1) is always true, and if (prop_2), then do (prop_3) .",(prop_2 -> prop_3) & G prop_1,G(prop_1 & (prop_2 -> prop_3)),False
9564,"It is always the case that if ( prop_1 ) or ( prop_3 ) then the following condition holds : there exists a certain moment in the future , at which ( prop_2 ) .",G((prop_1 | prop_3) -> FG prop_2),G((prop_1 | prop_3) -> F(prop_2)),False
9565,every time either the house is open or a bridge closes then sooner or later the escalator speeds up or the bar has to be repaired,G((bridge_closes | house_is_open) -> F(bar_has_to_be_repaired | escalator_speeds_up)),G((house_is_open | bridge_closes) -> F(escalator_speeds_up | bar_has_to_be_repaired)),True
9566,If it is not the case that ( prop_2 ) or ( prop_1 ) then ( prop_3 ) .,!(prop_1 | prop_2) -> prop_3,G(!(prop_2 | prop_1) -> prop_3),False
9567,"If get_help holds, then in the next step record the collision on north_3rd_avenue persists until recording the motorcycle on east_3rd_avenue holds, or else record the collision on north_3rd_avenue holds forever.",get_help -> X((record_collision_north_3rd_avenue U record_motorcycle_east_3rd_avenue) | G record_collision_north_3rd_avenue),G(get_help -> X(record_collision_north_3rd_avenue U record_motorcycle_east_3rd_avenue | G record_collision_north_3rd_avenue)),False
9568,It should not be the case that (prop_3) is true if and only if either (prop_1) or (prop_2) is true .,!prop_3 <-> (prop_1 | prop_2),G(!(prop_3 <-> (prop_1 | prop_2))),False
9569,Go to street 5 and then go to house 4,F(street_5 & F house_4),!street_5 | F(street_5 & F(house_4)),False
9570,at no time the train has been launched and a table is brown,G!(table_is_brown & train_has_been_launched),G(!(train_has_been_launched & table_is_brown)),True
9571,"Whenever get_help holds, photo the collision on west_6th_street holds exactly three steps later.",G(get_help -> XXX photo_collision_west_6th_street),G(get_help -> X(X(X(photo_collision_west_6th_street)))),True
9572,when possible ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G(prop_1 & prop_2),False
9573,when possible move_near tree and drop pear,drop_pear & F move_near_tree,G(move_near_tree -> F(drop_pear)),False
9574,"If (prop_1), then (prop_2), or else keep (prop_4) until (prop_3) .",(prop_1 -> prop_2) | (prop_4 U prop_3),G(prop_1 -> (prop_2 | (prop_4 U prop_3))),False
9575,"All of ( prop_3 ) , ( prop_2 ) , and ( prop_1 ) should be detected .",prop_1 & prop_2 & prop_3,F(prop_1 & prop_2 & prop_3),False
9576,"If (prop_1) happens, then (prop_3), or else (prop_2) should not happen .",!prop_2 | (prop_1 -> prop_3),G(prop_1 -> (prop_3 | !prop_2)),False
9577,"It is always the case that whenever the event that ( prop_3 ) happens , and ( prop_1 ) then all of the following conditions are true : at the same time ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2),G((prop_3 & prop_1) -> prop_2),True
9578,every time a motorbike is driven or a semaphore is broken or the table is old,G(motorbike_is_driven | semaphore_is_broken | table_is_old),G(motorbike_is_driven | semaphore_is_broken | table_is_old),True
9579,"Either do ( prop_1 ) or ( prop_2 ), or do not do ( prop_3 ).",prop_1 | prop_2 | !prop_3,G(prop_1 | prop_2 | !prop_3),False
9580,If ( prop_1 ) then ( prop_2 ) and ( prop_4 ) then ( prop_3 ) .,(prop_4 & (prop_1 -> prop_2)) -> prop_3,G((prop_1 & prop_2 & prop_4) -> F(prop_3)),False
9581,"If ( prop_2 ) then ( prop_3 ) happens , and ( prop_4 ) is equivalent to ( prop_1 ) .",(prop_2 -> prop_3) & (prop_1 <-> prop_4),G((prop_2 -> F prop_3) & (prop_4 <-> prop_1)),False
9582,"In the case ( prop_4 ) , and ( prop_2 ) then all of the following conditions are true : ( prop_1 ) , until then ( prop_3 ) .",G((prop_2 & prop_4) -> (prop_1 U prop_3)),G((prop_4 & prop_2) -> (prop_1 U prop_3)),True
9583,"If (prop_2), then ensure that (prop_1) until (prop_3).",prop_2 -> (prop_1 U prop_3),G(prop_2 -> (prop_1 U prop_3)),False
9584,Every pickup the bottle is directly followed by search the sheep in the next step.,G(pickup_bottle -> X search_sheep),G(pickup_bottle -> X search_sheep),True
9585,"If at some point ( prop_4 ) is equivalent to ( prop_3 ) and this scenario continues until ( prop_1 ) is detected , and ( prop_2 ) .",prop_2 & ((prop_3 <-> prop_4) U prop_1),F(((prop_4 <-> prop_3) U prop_1) & prop_2),False
9586,at some time got_to house or never drop orange,F got_to_house | G!drop_orange,F got_to_house | G ! drop_orange,True
9588,never ( prop_1 ) and at some time ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1 ) & F(prop_2 ),False
9589,"Once deliver the bottle to the shelf has occurred, search the handbag will never occur again.",G(deliver_bottle_shelf -> XG!search_handbag),G(deliver_bottle_shelf -> G(!search_handbag)),False
9590,"after both the train has been launched and the bar is closing, every time the brake is pressed and the bar is down",G((bar_is_closing & train_has_been_launched) -> G(bar_is_down & brake_is_pressed)),G((train_has_been_launched & bar_is_closing) -> G((brake_is_pressed & bar_is_down))),True
9591,Ensure you photograph monument_3 and afterward proceed to pathway_8 and stay there,F(monument_3 & photo & F(pathway_8 & G pathway_8)),! (photo & monument_3) | F ((photo & monument_3) & F (G (pathway_8))),False
9592,"If (prop_3) then (prop_4), or else both (prop_2) and (prop_1) .",(prop_3 -> prop_4) | (prop_1 & prop_2),G((prop_3 -> prop_4) | (prop_2 & prop_1)),False
9593,at some time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1 ) & G(!prop_2 ),False
9594,secure apple or venture_towards house,secure_apple | venture_towards_house,secure_apple | venture_towards_house,True
9595,It is not the case that ( prop_3 ) happens and continues to happen until ( prop_1 ) is detected and also ( prop_2 ) .,!(prop_2 & (prop_3 U prop_1)),!(prop_3 U (prop_1 & prop_2)),False
9596,( prop_1 ) can infer that ( prop_2 ),prop_1 -> prop_2,G(prop_1 -> prop_2),False
9597,"if at some time ( prop_1 ) , at any time ( prop_2 )",F prop_1 -> F prop_2,F(prop_1 ) -> G(prop_2 ),False
9598,repeatedly make_way_to house and at some time visit flag,GF make_way_to_house & F visit_flag,GF(make_way_to_house ) & F(visit_flag ),True
9599,"You must Eventually, both get_help and record the jaywalker on east_6th_street hold simultaneously.",F(get_help & record_jaywalker_east_6th_street),F(get_help & record_jaywalker_east_6th_street),True
9600,when possible ( prop_1 ) and at any time ( prop_2 ),F(prop_1 & F prop_2),F(prop_1 ) & G(prop_2 ),False
9601,"if the sensor captures data or a train has been launched then eternally, both a table is brown and a car starts",G((sensor_captures_data | train_has_been_launched) -> G(car_starts & table_is_brown)),G((sensor_captures_data | train_has_been_launched) -> G(table_is_brown & car_starts)),True
9602,"eternally, both the brake is pressed and the bar is down after either a car starts or the bar is closing",G((bar_is_closing | car_starts) -> G(bar_is_down & brake_is_pressed)),G((car_starts | bar_is_closing) -> F(brake_is_pressed & bar_is_down)),False
9603,Ensure you do to intersection_4 before picking up cone_2,!p_cone_2 U intersection_4,!p_cone_2 U intersection_4,True
9604,Call for help holds at all times.,G get_help,G(get_help ),True
9605,whenever the semaphore is yellow then it is always the case that the bar has to be repaired or the escalator moves,G(semaphore_is_yellow -> G(bar_has_to_be_repaired | escalator_moves)),G(semaphore_is_yellow -> G(bar_has_to_be_repaired | escalator_moves)),True
9606,if both a constructor instantiate objects and the escalator speeds up then at no time both the constructor creates instances and the car enters,G((constructor_instantiate_objects & escalator_speeds_up) -> G!(car_enters & constructor_creates_instances)),G((constructor_instantiate_objects & escalator_speeds_up) -> G(!(constructor_creates_instances & car_enters))),True
9607,"Globally , if ( prop_1 ) , or ( prop_3 ) then promptly ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2),G((prop_1 | prop_3) -> X(prop_2)),False
9608,never drop orange or at any time track_towards tree,G!drop_orange | F track_towards_tree,G(!drop_orange) | G(track_towards_tree),False
9609,"Until (prop_3) and (prop_1) happen at the same time, keep (prop_2) from happening .",!prop_3 U (prop_1 & prop_2),(!prop_2) U (prop_3 & prop_1),False
9610,( prop_1 ) and always ( prop_2 ),prop_1 & G prop_2,prop_1 & G prop_2,True
9611,always both the house is built and the motorbike has stopped implies that under no circumstances the bar has to be repaired or the train has arrived,G((house_is_built & motorbike_has_stopped) -> G!(bar_has_to_be_repaired | train_has_arrived)),G((house_is_built & motorbike_has_stopped) -> G(!(bar_has_to_be_repaired | train_has_arrived))),True
9612,The scenario in which either (prop_3) or (prop_2) happens is equivalent to the scenario in which (prop_1) does not happen .,!prop_1 <-> (prop_2 | prop_3),G((prop_3 | prop_2) <-> !prop_1),False
9613,when possible go_by tree or don't let_go pear,!let_go_pear | F go_by_tree,G(possible -> (go_by_tree | !let_go_pear)),False
9614,Never enter house_4,G!house_4,G(!house_4 ),True
9615,never drop apple until whenever reach flag,G!drop_apple U F reach_flag,!drop_apple U reach_flag,False
9616,"This controller must avoid the nearest_unstable_beam should always hold, with at most a two-step grace period for recovery.",!G!(avoid_nearest_unstable_beam & X avoid_nearest_unstable_beam),G(avoid_nearest_unstable_beam | X avoid_nearest_unstable_beam | X X avoid_nearest_unstable_beam),False
9617,The scenario that ( prop_2 ) holds until the scenario ( prop_3 ) happens is equivalent to the scenario that ( prop_1 ) .,prop_1 <-> (prop_2 U prop_3),(prop_2 U prop_3) <-> prop_1,True
9618,"Remain still must keep holding until, from some point on, deliver the toothbrush to the loading_dock holds infinitely often.",idle U GF deliver_toothbrush_loading_dock,(idle U G(F deliver_toothbrush_loading_dock)),True
9619,"If (prop_1) and (prop_4), then keep (prop_2) until (prop_3) happens .",(prop_1 & prop_4) -> (prop_2 U prop_3),G((prop_1 & prop_4) -> (prop_2 U prop_3)),False
9620,when possible migrate_to tree can infer that whenever go_to transh can,F migrate_to_tree -> F go_to_transh_can,G(go_to_transh_can -> F(migrate_to_tree)),False
9621,when possible get apple until hold orange,F get_apple U hold_orange,G(get_apple U hold_orange),False
9622,Do not (prop_2) until (prop_1).,!prop_2 U prop_1,!prop_2 U prop_1,True
9623,when possible ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2),F(prop_1 ) | F(prop_2 ),True
9624,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,( prop_1 ) | ( prop_2 ),True
9625,For all time (prop_1) is true or else both (prop_2) and (prop_3) are true .,(prop_2 & prop_3) | G prop_1,G(prop_1 | (prop_2 & prop_3)),False
9626,It is not the case that either ( prop_3 ) happens and continues to happen until ( prop_2 ) or else ( prop_1 ) .,!(prop_1 | (prop_3 U prop_2)),!((prop_3 U prop_2) | prop_1),True
9627,Either record unstable_beam or avoid the active_gas_leak happens infinitely often.,GF record_unstable_beam | GF avoid_active_gas_leak,GF(record_unstable_beam | avoid_active_gas_leak),True
9628,"in the future the elevator is blocked or the escalator speeds up and, at some point either the manager handles requests or a motorbike has started afterwards",G!(elevator_is_blocked | escalator_speeds_up) | F((elevator_is_blocked | escalator_speeds_up) & F(manager_handles_requests | motorbike_has_started)),F(elevator_is_blocked | escalator_speeds_up) & F(manager_handles_requests | F(motorbike_has_started)),False
9629,"If ( prop_1 ) is equivalent to ( prop_2 ) and also ( prop_3 ) , then ( prop_4 ) .",(prop_3 & (prop_1 <-> prop_2)) -> prop_4,G((prop_1 <-> prop_2) & prop_3 -> prop_4),False
9630,"Update light_south red must hold until change light_north red does, or else change light_south red holds forever.",(change_light_south_red U change_light_north_red) | G change_light_south_red,(update_light_south_red U change_light_north_red) | G change_light_south_red,False
9631,"If ( prop_2 ) does not happen, then either ( prop_1 ) or ( prop_3 ) should happen.",!prop_2 -> (prop_1 | prop_3),G(!prop_2 -> (prop_1 | prop_3)),False
9632,"after either the table is brown or a house collapses, it is always the case that both a house is open and the motorbike has started",G((house_collapses | table_is_brown) -> G(house_is_open & motorbike_has_started)),G((table_is_brown | house_collapses) -> G(house_is_open & motorbike_has_started)),True
9633,"It is globally the case that if ( prop_2 ) and ( prop_3 ) then ( prop_1 ) should be true , and vice versa .",prop_1 <-> G(prop_2 & prop_3),G((prop_2 & prop_3) <-> prop_1 ),False
9634,"after both a train stops and a sensor gathers information, at any time the semaphore is yellow",G((sensor_gathers_information & train_stops) -> G semaphore_is_yellow),G((train_stops & sensor_gathers_information) -> G(semaphore_is_yellow)),True
9635,"Until you do not do (prop_1), keep doing either (prop_2) or (prop_3) .",(prop_1 | prop_2) U !prop_3,(prop_2 | prop_3) U (!prop_1),False
9636,Stay within street_8 at all times,G street_8,G(street_8 ),True
9637,whenever ( prop_1 ) or don't ( prop_2 ),F(prop_1 | !prop_2),G(prop_1 | ! prop_2),False
9638,( prop_1 ) and never ( prop_2 ),prop_1 & G!prop_2,prop_1 & G(!prop_2 ),True
9639,when possible go_near house and don't let_go orange,!let_go_orange & F go_near_house,G(go_near_house & !let_go_orange),False
9640,never drop orange means that when possible proceed_to tree,G!drop_orange -> F proceed_to_tree,G(!drop_orange -> proceed_to_tree),False
9641,"At every step, photo the person on west_1st_street equals the value of photo the collision on north_6th_avenue in the next step.",G(photo_person_west_1st_street <-> X photo_collision_north_6th_avenue),G(photo_person_west_1st_street <-> X photo_collision_north_6th_avenue),True
9642,"It is always the case that while ( prop_1 ) , and ( prop_4 ) then eventually at a certain moment in the future before ( prop_2 ) , and before that ( prop_3 ) .",G((prop_1 & prop_4) -> (prop_2 U prop_3)),G((prop_1 & prop_4) -> F(prop_3 & F(prop_2))),False
9643,You need to wait until (prop_2) before (prop_1).,prop_2 U prop_1,!prop_1 U prop_2,False
9644,"In case that ( prop_2 ) and ( prop_4 ) then the following condition holds : at sometime in the future before the end of the simulation ( prop_1 ) , and until then without interruption ( prop_3 ) .",G((prop_2 & prop_4) -> (prop_1 U prop_3)),G((prop_2 & prop_4) -> (prop_3 U prop_1)),False
9645,"If ( prop_3 ) then ( prop_2 ) , and ( prop_1 ) .",prop_1 & (prop_3 -> prop_2),G((prop_3 -> prop_2) & prop_1),False
9646,at some time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1 ) & G(!prop_2 ),False
9647,forever move_around or when possible touch tree,G move_around | F touch_tree,G(move_around | F touch_tree),False
9648,"after both the engine starts and a semaphore is broken, it should not happen that a table is brown or the car stops",G((engine_starts & semaphore_is_broken) -> G!(car_stops | table_is_brown)),G((engine_starts & semaphore_is_broken) -> G(!(table_is_brown | car_stops))),True
9649,"For all time, (prop_3) is always true, and in addition, (prop_2) or (prop_1) should also be true .",(prop_1 | prop_2) & G prop_3,G(prop_3 & (prop_2 | prop_1)),False
9650,"Globally , when the transition action that ( prop_3 ) takes place then all of the following conditions are true : ( prop_1 ) , and immediately ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> (prop_1 & X prop_2)),False
9651,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
9652,You must Please idle and then search the laptop.,idle U search_laptop,!idle | F(idle & F(search_laptop)),False
9653,Provide assistance to the safe_rescuer and get_help are mutually exclusive at all times.,G!(deliver_aid_safe_rescuer & get_help),G(!(deliver_aid_safe_rescuer & get_help)),True
9654,when possible ( prop_1 ) until whenever ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
9655,"Whenever idle holds, from the next step onwards deliver the sandwich to the loading_dock will eventually hold.",G(idle -> XF deliver_sandwich_loading_dock),G(idle -> X F deliver_sandwich_loading_dock),True
9656,"Until you reach building 4, avoid room 4",!room_4 U building_4,(!room_4 ) U (building_4 ),True
9657,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2)),False
9658,"Whenever record safe_rescuer holds, avoid the impending_gas_leak holds as well.",G(record_safe_rescuer -> avoid_impending_gas_leak),G(record_safe_rescuer -> avoid_impending_gas_leak),True
9659,This controller must always maintain both go_home and communicate the injured_rescuer.,G(communicate_injured_rescuer & go_home),G(go_home & communicate_injured_rescuer),True
9660,Make (prop_3) happen at some point if (prop_2) is equivalent to (prop_1) .,(prop_2 <-> prop_3) -> F prop_1,G((prop_2 <-> prop_1) -> F(prop_3 )),False
