pair_type,ltl,en
response_global,G(( bar_is_closing | motorbike_has_started ) -> F( table_is_old | elevator_is_blocked )),"every time either the bar is closing or a motorbike has started then finally, either the table is old or the elevator is blocked"
response_global,G(( train_derails | escalator_moves ) -> F( table_has_been_moved | train_stops )),every time the train derails or the escalator moves then at a certain moment either the table has been moved or a train stops
response_global,G(( bar_has_to_be_repaired | car_enters ) -> F( train_has_been_launched | escalator_moves )),at a certain moment either a train has been launched or the escalator moves after either the bar has to be repaired or the car enters
response_global,G(( engine_stops & sensor_gathers_information ) -> F( motorbike_catches_fire | train_is_crossing )),always when the engine stops and the sensor gathers information then at some point either the motorbike catches fire or the train is crossing
response_global,G(( table_is_brown | engine_stops ) -> F( engine_starts | bar_has_to_be_repaired )),"as a table is brown or the engine stops, sooner or later either the engine starts or the bar has to be repaired"
response_global,G(( house_collapses | semaphore_is_red ) -> F( escalator_moves | bar_is_closing )),always when the house collapses or the semaphore is red then sooner or later either the escalator moves or the bar is closing
response_global,G(( brake_is_released | table_is_old ) -> F( train_has_arrived | elevator_rises )),at some point either a train has arrived or an elevator rises after the brake is released or the table is old
response_global,G(( elevator_falls & house_is_built ) -> F( train_derails | escalator_moves )),every time both the elevator falls and a house is built then sooner or later either a train derails or the escalator moves
response_global,G(( house_collapses | semaphore_is_red ) -> F( engine_starts | bar_is_up )),"as a house collapses or a semaphore is red, at a certain moment the engine starts or the bar is up"
response_global,G(( engine_starts & house_is_built ) -> F( house_collapses | semaphore_is_red )),whenever the engine starts and a house is built then sooner or later the house collapses or the semaphore is red
response_global,G(( motorbike_has_started & bar_is_up ) -> F( train_derails & house_is_built )),every time a motorbike has started and the bar is up then sooner or later the train derails and the house is built
response_global,G(( table_has_been_moved | train_stops ) -> F( train_derails | escalator_moves )),"after a table has been moved or a train stops, at a certain moment either the train derails or the escalator moves"
response_global,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( manager_handles_requests & semaphore_is_broken )),"after a sensor captures data or the constructor instantiate objects, at some point in time the manager handles requests and the semaphore is broken"
response_global,G(( escalator_is_blocked | train_stops ) -> F( motorbike_has_stopped | engine_stops )),if the escalator is blocked or a train stops then it is going to happen that either the motorbike has stopped or the engine stops
response_global,G(( elevator_falls & brake_is_pressed ) -> F( motorbike_falls_down & train_stops )),"every time an elevator falls and the brake is pressed then eventually, both the motorbike falls down and a train stops"
response_global,G(( semaphore_is_yellow & engine_starts ) -> F( table_is_old | train_is_crossing )),whenever both the semaphore is yellow and the engine starts then in the future the table is old or the train is crossing
response_global,G(( motorbike_has_stopped | engine_breaks ) -> F( table_is_brown | engine_stops )),"always when a motorbike has stopped or the engine breaks then eventually, the table is brown or the engine stops"
response_global,G(( table_is_old | train_is_crossing ) -> F( car_stops & table_is_old )),"always when the table is old or a train is crossing then finally, a car stops and a table is old"
response_global,G(( elevator_is_blocked | train_stops ) -> F( elevator_is_blocked | escalator_moves )),"always when either the elevator is blocked or the train stops then eventually, an elevator is blocked or the escalator moves"
response_global,G(( house_is_built & train_stops ) -> F( bar_is_closing | motorbike_has_started )),whenever both a house is built and a train stops then sooner or later the bar is closing or a motorbike has started
response_global,G(( manager_collect_claims & bridge_opens ) -> F( car_enters | escalator_speeds_up )),if both a manager collect claims and a bridge opens then at some point in time a car enters or the escalator speeds up
response_global,G(( elevator_falls & house_is_built ) -> F( sensor_retrieves_data & escalator_moves )),"every time both the elevator falls and a house is built then finally, a sensor retrieves data and the escalator moves"
response_global,G(( manager_handles_requests & motorbike_has_stopped ) -> F( motorbike_falls_down & escalator_speeds_up )),"as a manager handles requests and the motorbike has stopped, at some point in time the motorbike falls down and the escalator speeds up"
response_global,G(( bridge_closes | semaphore_is_broken ) -> F( semaphore_is_yellow & engine_starts )),at some point in time both a semaphore is yellow and the engine starts after the bridge closes or the semaphore is broken
response_global,G(( bar_is_down & brake_is_released ) -> F( motorbike_falls_down & constructor_creates_instances )),always when both the bar is down and the brake is released then at some point in time the motorbike falls down and a constructor creates instances
response_global,G(( escalator_speeds_up | bar_has_to_be_repaired ) -> F( manager_handles_requests & semaphore_is_broken )),always when the escalator speeds up or the bar has to be repaired then at a certain moment both the manager handles requests and a semaphore is broken
response_global,G(( elevator_is_blocked | escalator_moves ) -> F( manager_collect_claims & house_is_built )),always when either an elevator is blocked or the escalator moves then at some point the manager collect claims and the house is built
response_global,G(( elevator_falls | train_derails ) -> F( semaphore_is_green | elevator_falls )),whenever either the elevator falls or a train derails then at some point either a semaphore is green or the elevator falls
response_global,G(( bar_is_down | semaphore_is_broken ) -> F( motorbike_catches_fire & car_enters )),always when either the bar is down or the semaphore is broken then at a certain moment the motorbike catches fire and a car enters
response_global,G(( house_is_open | bridge_closes ) -> F( elevator_falls | bar_is_closing )),every time either the house is open or the bridge closes then at some point in time either the elevator falls or the bar is closing
response_global,G(( elevator_falls | train_derails ) -> F( house_is_open | bridge_closes )),"as an elevator falls or a train derails, at a certain moment either a house is open or a bridge closes"
response_global,G(( engine_stops & brake_is_released ) -> F( house_is_open & elevator_rises )),"as the engine stops and the brake is released, eventually, a house is open and an elevator rises"
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( sensor_captures_data & escalator_speeds_up )),"as either a motorbike catches fire or the motorbike falls down, it is going to happen that both a sensor captures data and the escalator speeds up"
response_global,G(( elevator_falls | bar_is_closing ) -> F( engine_starts | bar_is_up )),always when either an elevator falls or the bar is closing then at some point in time either the engine starts or the bar is up
response_global,G(( engine_starts | bar_has_to_be_repaired ) -> F( car_stops | manager_handles_requests )),"as either the engine starts or the bar has to be repaired, in the future the car stops or a manager handles requests"
response_global,G(( engine_breaks & constructor_creates_instances ) -> F( train_has_arrived & motorbike_falls_down )),always when the engine breaks and the constructor creates instances then sooner or later both the train has arrived and the motorbike falls down
response_global,G(( engine_starts & house_is_built ) -> F( house_is_open & bridge_opens )),it will happen that the house is open and the bridge opens after both the engine starts and the house is built
response_global,G(( bar_is_closing | motorbike_has_started ) -> F( elevator_is_open & escalator_moves )),every time the bar is closing or a motorbike has started then sooner or later an elevator is open and the escalator moves
response_global,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( elevator_is_open | house_is_open )),every time a sensor captures data or the constructor instantiate objects then at some point in time an elevator is open or the house is open
response_global,G(( train_is_crossing & semaphore_is_yellow ) -> F( car_starts | car_stops )),if the train is crossing and a semaphore is yellow then at some point in time either a car starts or a car stops
response_global,G(( semaphore_is_red & brake_is_released ) -> F( train_is_crossing & elevator_rises )),"after the semaphore is red and the brake is released, eventually, the train is crossing and an elevator rises"
response_global,G(( elevator_is_blocked | train_stops ) -> F( motorbike_is_driven & sensor_captures_data )),if the elevator is blocked or the train stops then it is going to happen that the motorbike is driven and the sensor captures data
response_global,G(( house_is_open | bridge_closes ) -> F( house_is_built | motorbike_falls_down )),every time the house is open or the bridge closes then sooner or later a house is built or the motorbike falls down
response_global,G(( constructor_creates_instances | train_has_arrived ) -> F( motorbike_catches_fire | train_is_crossing )),"as a constructor creates instances or a train has arrived, at some point in time either the motorbike catches fire or a train is crossing"
response_global,G(( house_is_open | bridge_closes ) -> F( elevator_rises | elevator_falls )),every time the house is open or a bridge closes then in the future either the elevator rises or an elevator falls
response_global,G(( train_has_arrived & sensor_captures_data ) -> F( semaphore_is_green | bar_is_down )),if both the train has arrived and the sensor captures data then at some point either the semaphore is green or the bar is down
response_global,G(( sensor_captures_data & escalator_speeds_up ) -> F( manager_collect_claims & motorbike_has_started )),"after both a sensor captures data and the escalator speeds up, sooner or later a manager collect claims and a motorbike has started"
response_global,G(( motorbike_has_started & bar_is_up ) -> F( house_collapses & car_stops )),every time both the motorbike has started and the bar is up then it will happen that the house collapses and the car stops
response_global,G(( brake_is_released | table_is_old ) -> F( motorbike_catches_fire & sensor_retrieves_data )),every time the brake is released or the table is old then at a certain moment both a motorbike catches fire and a sensor retrieves data
response_global,G(( escalator_is_blocked | train_stops ) -> F( house_is_built | sensor_captures_data )),"as the escalator is blocked or a train stops, it is going to happen that the house is built or a sensor captures data"
response_global,G(( train_is_crossing & semaphore_is_yellow ) -> F( manager_handles_requests & motorbike_has_stopped )),whenever both the train is crossing and a semaphore is yellow then it will happen that both the manager handles requests and the motorbike has stopped
response_global,G(( engine_stops & brake_is_released ) -> F( escalator_is_blocked | train_stops )),every time the engine stops and the brake is released then it is going to happen that the escalator is blocked or a train stops
response_global,G(( brake_is_pressed | motorbike_catches_fire ) -> F( motorbike_catches_fire & sensor_retrieves_data )),at a certain moment the motorbike catches fire and a sensor retrieves data after either the brake is pressed or a motorbike catches fire
response_global,G(( elevator_falls & house_is_built ) -> F( table_is_brown | engine_stops )),at some point the table is brown or the engine stops after both the elevator falls and a house is built
response_global,G(( manager_handles_requests & semaphore_is_broken ) -> F( motorbike_has_stopped | engine_stops )),"whenever both a manager handles requests and the semaphore is broken then eventually, either a motorbike has stopped or the engine stops"
response_global,G(( motorbike_has_started | bar_is_down ) -> F( motorbike_has_stopped | engine_breaks )),whenever either the motorbike has started or the bar is down then it is going to happen that the motorbike has stopped or the engine breaks
response_global,G(( bar_has_to_be_repaired | car_enters ) -> F( brake_is_released | sensor_captures_data )),in the future the brake is released or the sensor captures data after either the bar has to be repaired or the car enters
response_global,G(( manager_handles_requests & semaphore_is_broken ) -> F( motorbike_has_stopped | elevator_falls )),always when both a manager handles requests and a semaphore is broken then it is going to happen that either the motorbike has stopped or the elevator falls
response_global,G(( brake_is_released | sensor_captures_data ) -> F( train_has_arrived & sensor_captures_data )),always when either the brake is released or the sensor captures data then at a certain moment the train has arrived and a sensor captures data
response_global,G(( semaphore_is_yellow & train_is_crossing ) -> F( elevator_falls | train_derails )),whenever the semaphore is yellow and a train is crossing then it will happen that an elevator falls or a train derails
response_global,G(( motorbike_falls_down & escalator_speeds_up ) -> F( manager_handles_requests & bridge_opens )),whenever both the motorbike falls down and the escalator speeds up then at some point the manager handles requests and a bridge opens
response_global,G(( elevator_is_open | house_is_open ) -> F( elevator_falls | train_derails )),"as the elevator is open or a house is open, at some point in time either the elevator falls or the train derails"
response_global,G(( brake_is_released | semaphore_is_red ) -> F( motorbike_falls_down & escalator_speeds_up )),every time either the brake is released or the semaphore is red then sooner or later both a motorbike falls down and the escalator speeds up
response_global,G(( manager_collect_claims & elevator_is_blocked ) -> F( manager_collect_claims & constructor_instantiate_objects )),"as a manager collect claims and the elevator is blocked, finally, a manager collect claims and a constructor instantiate objects"
response_global,G(( train_has_been_launched | escalator_moves ) -> F( motorbike_is_driven | elevator_is_open )),"after a train has been launched or the escalator moves, at some point in time the motorbike is driven or the elevator is open"
response_global,G(( manager_handles_requests & semaphore_is_broken ) -> F( motorbike_catches_fire & car_enters )),at some point in time a motorbike catches fire and the car enters after the manager handles requests and the semaphore is broken
response_global,G(( engine_starts | bar_is_up ) -> F( motorbike_has_stopped | engine_stops )),whenever the engine starts or the bar is up then in the future either a motorbike has stopped or the engine stops
response_global,G(( bar_is_up | bridge_closes ) -> F( car_starts & table_is_brown )),if either the bar is up or a bridge closes then sooner or later both a car starts and the table is brown
response_global,G(( semaphore_is_red & brake_is_released ) -> F( manager_collect_claims & motorbike_has_started )),always when both the semaphore is red and the brake is released then in the future both the manager collect claims and a motorbike has started
response_global,G(( escalator_is_blocked | train_stops ) -> F( engine_breaks & train_has_arrived )),whenever the escalator is blocked or the train stops then at some point in time the engine breaks and the train has arrived
response_global,G(( manager_handles_requests & train_derails ) -> F( motorbike_catches_fire | semaphore_is_broken )),at a certain moment either the motorbike catches fire or a semaphore is broken after both a manager handles requests and the train derails
response_global,G(( motorbike_falls_down & escalator_speeds_up ) -> F( motorbike_has_started & elevator_rises )),every time both the motorbike falls down and the escalator speeds up then in the future the motorbike has started and the elevator rises
response_global,G(( brake_is_released & escalator_speeds_up ) -> F( motorbike_catches_fire & car_enters )),"after both the brake is released and the escalator speeds up, sooner or later both a motorbike catches fire and a car enters"
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( semaphore_is_broken & motorbike_catches_fire )),whenever the motorbike catches fire or the motorbike falls down then at some point in time a semaphore is broken and a motorbike catches fire
response_global,G(( car_stops | elevator_falls ) -> F( motorbike_catches_fire | train_is_crossing )),"as the car stops or the elevator falls, at a certain moment either the motorbike catches fire or the train is crossing"
response_global,G(( train_is_crossing & elevator_rises ) -> F( train_derails | escalator_moves )),"after the train is crossing and the elevator rises, at a certain moment either a train derails or the escalator moves"
response_global,G(( train_is_crossing & semaphore_is_yellow ) -> F( motorbike_falls_down & train_stops )),always when the train is crossing and the semaphore is yellow then it will happen that a motorbike falls down and a train stops
response_global,G(( train_has_arrived | elevator_rises ) -> F( bridge_opens & bridge_closes )),"as either a train has arrived or the elevator rises, sooner or later the bridge opens and the bridge closes"
response_global,G(( motorbike_has_started & bar_is_up ) -> F( elevator_falls & brake_is_pressed )),sooner or later the elevator falls and the brake is pressed after both a motorbike has started and the bar is up
response_global,G(( car_starts & engine_starts ) -> F( table_is_brown | elevator_rises )),every time both the car starts and the engine starts then in the future either the table is brown or an elevator rises
response_global,G(( house_collapses & car_stops ) -> F( manager_collect_claims & elevator_is_blocked )),always when both the house collapses and a car stops then it will happen that both the manager collect claims and the elevator is blocked
response_global,G(( escalator_speeds_up | engine_starts ) -> F( escalator_is_blocked | train_stops )),at a certain moment the escalator is blocked or a train stops after the escalator speeds up or the engine starts
response_global,G(( engine_breaks & engine_starts ) -> F( elevator_falls & house_is_built )),"after the engine breaks and the engine starts, it is going to happen that both the elevator falls and the house is built"
response_global,G(( house_is_open & bridge_opens ) -> F( elevator_falls | house_is_open )),always when both a house is open and a bridge opens then at some point in time an elevator falls or the house is open
response_global,G(( table_is_brown | engine_stops ) -> F( train_has_been_launched & semaphore_is_red )),at some point both a train has been launched and the semaphore is red after either a table is brown or the engine stops
response_global,G(( car_starts & engine_starts ) -> F( elevator_falls | house_is_open )),"as the car starts and the engine starts, at a certain moment an elevator falls or a house is open"
response_global,G(( elevator_falls & house_is_built ) -> F( bar_is_down & car_starts )),every time an elevator falls and the house is built then it will happen that the bar is down and a car starts
response_global,G(( table_is_brown | engine_stops ) -> F( manager_handles_requests & table_is_brown )),"every time either a table is brown or the engine stops then finally, both a manager handles requests and the table is brown"
response_global,G(( train_derails | car_enters ) -> F( table_has_been_moved | train_stops )),every time either a train derails or a car enters then at a certain moment either the table has been moved or a train stops
response_global,G(( elevator_is_open & escalator_moves ) -> F( car_enters & elevator_is_open )),whenever both an elevator is open and the escalator moves then it is going to happen that a car enters and the elevator is open
response_global,G(( manager_collect_claims & elevator_is_blocked ) -> F( elevator_falls | train_derails )),"as the manager collect claims and the elevator is blocked, it will happen that an elevator falls or the train derails"
response_global,G(( train_derails & house_is_built ) -> F( semaphore_is_green | elevator_falls )),whenever both a train derails and a house is built then it is going to happen that the semaphore is green or the elevator falls
response_global,G(( train_has_been_launched & semaphore_is_red ) -> F( escalator_speeds_up | engine_starts )),if a train has been launched and the semaphore is red then sooner or later the escalator speeds up or the engine starts
response_global,G(( train_is_crossing & elevator_rises ) -> F( elevator_is_blocked | escalator_moves )),"every time a train is crossing and the elevator rises then eventually, either an elevator is blocked or the escalator moves"
response_global,G(( train_has_arrived | elevator_rises ) -> F( escalator_moves | bar_is_closing )),"whenever a train has arrived or an elevator rises then eventually, either the escalator moves or the bar is closing"
response_global,G(( train_has_arrived & sensor_captures_data ) -> F( elevator_falls | train_derails )),at some point either an elevator falls or a train derails after both a train has arrived and a sensor captures data
response_global,G(( escalator_moves & house_is_open ) -> F( manager_handles_requests & motorbike_has_stopped )),if the escalator moves and a house is open then it is going to happen that a manager handles requests and a motorbike has stopped
response_global,G(( manager_handles_requests & table_is_brown ) -> F( car_enters | escalator_speeds_up )),always when a manager handles requests and the table is brown then in the future either a car enters or the escalator speeds up
response_global,G(( car_starts | car_stops ) -> F( table_is_brown & escalator_speeds_up )),every time the car starts or a car stops then at a certain moment both a table is brown and the escalator speeds up
response_global,G(( train_has_arrived & bar_is_closing ) -> F( motorbike_has_stopped & train_is_crossing )),"after the train has arrived and the bar is closing, at some point in time a motorbike has stopped and the train is crossing"
response_global,G(( constructor_instantiate_objects & engine_stops ) -> F( car_starts & engine_starts )),whenever the constructor instantiate objects and the engine stops then it will happen that both the car starts and the engine starts
response_global,G(( escalator_moves | bar_is_closing ) -> F( bridge_opens & bridge_closes )),sooner or later both the bridge opens and the bridge closes after either the escalator moves or the bar is closing
response_global,G(( table_is_brown & escalator_speeds_up ) -> F( manager_collect_claims | manager_handles_requests )),if the table is brown and the escalator speeds up then it is going to happen that the manager collect claims or the manager handles requests
response_global,G(( engine_stops | bridge_opens ) -> F( car_starts & table_is_brown )),if the engine stops or a bridge opens then sooner or later both the car starts and a table is brown
response_global,G(( bar_is_down & car_starts ) -> F( manager_handles_requests | bar_has_to_be_repaired )),every time both the bar is down and a car starts then at some point in time either the manager handles requests or the bar has to be repaired
response_global,G(( elevator_falls | house_is_open ) -> F( manager_handles_requests & train_derails )),whenever either the elevator falls or a house is open then in the future a manager handles requests and the train derails
response_global,G(( manager_handles_requests | bar_has_to_be_repaired ) -> F( brake_is_released | semaphore_is_red )),it is going to happen that either the brake is released or a semaphore is red after the manager handles requests or the bar has to be repaired
response_global,G(( bar_is_down | semaphore_is_broken ) -> F( train_derails | car_enters )),whenever the bar is down or a semaphore is broken then in the future either the train derails or the car enters
response_global,G(( engine_breaks | bridge_closes ) -> F( elevator_is_blocked | escalator_moves )),"every time either the engine breaks or the bridge closes then finally, either the elevator is blocked or the escalator moves"
response_global,G(( manager_collect_claims & motorbike_has_started ) -> F( train_is_crossing & semaphore_is_yellow )),every time both a manager collect claims and a motorbike has started then at a certain moment both a train is crossing and a semaphore is yellow
response_global,G(( engine_breaks & motorbike_is_driven ) -> F( brake_is_released & escalator_speeds_up )),"as both the engine breaks and the motorbike is driven, at some point in time the brake is released and the escalator speeds up"
response_global,G(( train_is_crossing & elevator_rises ) -> F( table_has_been_moved & escalator_is_blocked )),always when a train is crossing and an elevator rises then at some point both the table has been moved and the escalator is blocked
response_global,G(( manager_collect_claims & train_is_crossing ) -> F( motorbike_falls_down | constructor_creates_instances )),"after both the manager collect claims and the train is crossing, finally, either the motorbike falls down or the constructor creates instances"
response_global,G(( elevator_rises | motorbike_is_driven ) -> F( engine_breaks & engine_starts )),whenever the elevator rises or the motorbike is driven then at a certain moment the engine breaks and the engine starts
response_global,G(( elevator_rises | elevator_falls ) -> F( sensor_retrieves_data & elevator_falls )),"after either an elevator rises or an elevator falls, finally, the sensor retrieves data and the elevator falls"
response_global,G(( manager_collect_claims & bridge_opens ) -> F( engine_starts | bar_has_to_be_repaired )),"after the manager collect claims and a bridge opens, it is going to happen that either the engine starts or the bar has to be repaired"
response_global,G(( train_has_arrived | elevator_rises ) -> F( bridge_closes | semaphore_is_broken )),at some point in time a bridge closes or the semaphore is broken after a train has arrived or an elevator rises
response_global,G(( elevator_is_open & escalator_moves ) -> F( table_is_old | elevator_is_blocked )),every time the elevator is open and the escalator moves then it will happen that a table is old or an elevator is blocked
response_global,G(( car_enters & elevator_is_open ) -> F( motorbike_is_driven | elevator_is_open )),"as a car enters and an elevator is open, at a certain moment either the motorbike is driven or the elevator is open"
response_global,G(( escalator_moves & semaphore_is_yellow ) -> F( table_is_brown & bar_is_up )),"after both the escalator moves and a semaphore is yellow, sooner or later both a table is brown and the bar is up"
response_global,G(( motorbike_catches_fire | train_is_crossing ) -> F( car_starts | car_stops )),it is going to happen that either a car starts or the car stops after either a motorbike catches fire or the train is crossing
response_global,G(( motorbike_has_started | bar_is_down ) -> F( motorbike_is_driven & sensor_captures_data )),"whenever the motorbike has started or the bar is down then eventually, both the motorbike is driven and a sensor captures data"
response_global,G(( table_is_old | train_is_crossing ) -> F( train_derails | escalator_moves )),whenever a table is old or the train is crossing then sooner or later either the train derails or the escalator moves
response_global,G(( car_starts | car_stops ) -> F( car_enters | escalator_speeds_up )),"after the car starts or the car stops, it is going to happen that either a car enters or the escalator speeds up"
response_global,G(( motorbike_catches_fire | semaphore_is_broken ) -> F( bar_is_down | house_is_open )),if the motorbike catches fire or the semaphore is broken then it is going to happen that the bar is down or a house is open
response_global,G(( train_derails | escalator_moves ) -> F( elevator_falls | house_is_open )),if the train derails or the escalator moves then at some point either an elevator falls or the house is open
response_global,G(( brake_is_pressed & elevator_is_open ) -> F( elevator_falls | train_derails )),"as the brake is pressed and the elevator is open, at some point either the elevator falls or the train derails"
response_global,G(( motorbike_has_stopped | engine_stops ) -> F( engine_breaks & car_starts )),if either the motorbike has stopped or the engine stops then at some point in time both the engine breaks and the car starts
response_global,G(( bar_has_to_be_repaired | car_enters ) -> F( semaphore_is_yellow & engine_starts )),"every time the bar has to be repaired or the car enters then eventually, a semaphore is yellow and the engine starts"
response_global,G(( engine_breaks & engine_starts ) -> F( escalator_moves | train_has_arrived )),"after both the engine breaks and the engine starts, at a certain moment the escalator moves or the train has arrived"
response_global,G(( engine_starts | bar_is_up ) -> F( elevator_falls & brake_is_pressed )),every time either the engine starts or the bar is up then in the future the elevator falls and the brake is pressed
response_global,G(( elevator_falls | house_is_open ) -> F( table_has_been_moved | train_stops )),"always when the elevator falls or the house is open then eventually, the table has been moved or a train stops"
response_global,G(( bar_is_down | semaphore_is_broken ) -> F( train_has_been_launched & constructor_instantiate_objects )),"as either the bar is down or a semaphore is broken, in the future both a train has been launched and the constructor instantiate objects"
response_global,G(( manager_handles_requests & train_derails ) -> F( motorbike_catches_fire & motorbike_has_started )),whenever a manager handles requests and the train derails then sooner or later a motorbike catches fire and the motorbike has started
response_global,G(( engine_stops | bridge_opens ) -> F( bar_is_down | semaphore_is_broken )),if either the engine stops or the bridge opens then at some point either the bar is down or the semaphore is broken
response_global,G(( train_derails & house_is_built ) -> F( table_is_old | train_is_crossing )),"if both the train derails and a house is built then finally, the table is old or the train is crossing"
response_global,G(( engine_starts | bar_is_up ) -> F( table_has_been_moved & escalator_is_blocked )),"as the engine starts or the bar is up, at some point both a table has been moved and the escalator is blocked"
response_global,G(( car_starts | car_stops ) -> F( bridge_opens | motorbike_falls_down )),"as either the car starts or the car stops, in the future a bridge opens or a motorbike falls down"
response_global,G(( table_has_been_moved | bridge_opens ) -> F( bar_has_to_be_repaired | car_enters )),always when a table has been moved or a bridge opens then at some point in time either the bar has to be repaired or a car enters
response_global,G(( escalator_is_blocked | train_stops ) -> F( bar_is_down | house_is_open )),"every time either the escalator is blocked or the train stops then eventually, the bar is down or the house is open"
response_global,G(( house_collapses & car_stops ) -> F( train_has_arrived | elevator_rises )),"as a house collapses and a car stops, at some point a train has arrived or an elevator rises"
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( sensor_retrieves_data & escalator_moves )),"after a motorbike catches fire or the motorbike falls down, in the future both the sensor retrieves data and the escalator moves"
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( engine_starts | bar_is_up )),every time the brake is released and the escalator is blocked then sooner or later either the engine starts or the bar is up
response_global,G(( elevator_falls & house_is_built ) -> F( constructor_instantiate_objects & engine_stops )),always when an elevator falls and a house is built then at some point in time a constructor instantiate objects and the engine stops
response_global,G(( train_has_arrived & motorbike_falls_down ) -> F( table_is_brown & bar_is_up )),"always when both a train has arrived and a motorbike falls down then eventually, both the table is brown and the bar is up"
response_global,G(( car_enters | escalator_speeds_up ) -> F( motorbike_catches_fire & sensor_retrieves_data )),"as the car enters or the escalator speeds up, at a certain moment a motorbike catches fire and the sensor retrieves data"
response_global,G(( motorbike_falls_down & escalator_speeds_up ) -> F( table_is_brown & bar_is_up )),whenever both a motorbike falls down and the escalator speeds up then at some point in time a table is brown and the bar is up
response_global,G(( brake_is_pressed | motorbike_catches_fire ) -> F( brake_is_released | bar_is_down )),"whenever the brake is pressed or a motorbike catches fire then eventually, either the brake is released or the bar is down"
response_global,G(( elevator_falls | train_derails ) -> F( house_is_open & bridge_opens )),"after either an elevator falls or a train derails, it is going to happen that both the house is open and the bridge opens"
response_global,G(( engine_starts & house_is_built ) -> F( table_has_been_moved | bridge_opens )),"every time the engine starts and a house is built then eventually, either the table has been moved or the bridge opens"
response_global,G(( motorbike_has_started | bar_is_down ) -> F( house_collapses | semaphore_is_red )),every time either the motorbike has started or the bar is down then at a certain moment the house collapses or the semaphore is red
response_global,G(( brake_is_pressed & elevator_is_open ) -> F( car_enters | escalator_speeds_up )),at some point in time either the car enters or the escalator speeds up after both the brake is pressed and an elevator is open
response_global,G(( manager_collect_claims & motorbike_has_started ) -> F( manager_handles_requests & semaphore_is_broken )),"after a manager collect claims and a motorbike has started, at a certain moment both the manager handles requests and the semaphore is broken"
response_global,G(( manager_collect_claims & elevator_is_blocked ) -> F( table_is_old | brake_is_pressed )),"whenever a manager collect claims and an elevator is blocked then finally, either the table is old or the brake is pressed"
response_global,G(( bridge_opens | motorbike_falls_down ) -> F( semaphore_is_red & brake_is_released )),if a bridge opens or a motorbike falls down then it will happen that both a semaphore is red and the brake is released
response_global,G(( manager_collect_claims & bridge_opens ) -> F( engine_breaks & engine_starts )),if both the manager collect claims and the bridge opens then in the future both the engine breaks and the engine starts
response_global,G(( house_is_open | bridge_closes ) -> F( motorbike_has_started | bar_is_down )),if the house is open or the bridge closes then at some point in time either the motorbike has started or the bar is down
response_global,G(( manager_handles_requests & semaphore_is_broken ) -> F( constructor_instantiate_objects & engine_stops )),"as a manager handles requests and a semaphore is broken, in the future both a constructor instantiate objects and the engine stops"
response_global,G(( brake_is_pressed & elevator_is_open ) -> F( bridge_closes & engine_starts )),"always when both the brake is pressed and the elevator is open then finally, a bridge closes and the engine starts"
response_global,G(( semaphore_is_broken & motorbike_catches_fire ) -> F( motorbike_catches_fire | semaphore_is_broken )),"as both the semaphore is broken and the motorbike catches fire, at some point either a motorbike catches fire or a semaphore is broken"
response_global,G(( brake_is_pressed | motorbike_catches_fire ) -> F( table_has_been_moved & escalator_is_blocked )),"as either the brake is pressed or the motorbike catches fire, eventually, both the table has been moved and the escalator is blocked"
response_global,G(( elevator_falls | house_is_open ) -> F( sensor_retrieves_data & escalator_moves )),at some point both the sensor retrieves data and the escalator moves after either an elevator falls or the house is open
response_global,G(( house_collapses & car_stops ) -> F( car_enters & elevator_is_open )),"after a house collapses and a car stops, at some point both the car enters and the elevator is open"
response_global,G(( bar_is_up & escalator_is_blocked ) -> F( manager_collect_claims & house_is_built )),every time the bar is up and the escalator is blocked then it is going to happen that the manager collect claims and the house is built
response_global,G(( engine_breaks | bridge_closes ) -> F( escalator_moves | car_enters )),whenever the engine breaks or the bridge closes then at some point in time either the escalator moves or a car enters
response_global,G(( table_has_been_moved | train_stops ) -> F( train_has_arrived & bar_is_closing )),if either a table has been moved or the train stops then at some point in time a train has arrived and the bar is closing
response_global,G(( motorbike_falls_down & train_stops ) -> F( elevator_falls | house_is_open )),every time the motorbike falls down and a train stops then it is going to happen that the elevator falls or the house is open
response_global,G(( elevator_is_blocked | escalator_moves ) -> F( motorbike_falls_down | constructor_creates_instances )),if either the elevator is blocked or the escalator moves then at some point a motorbike falls down or the constructor creates instances
response_global,G(( motorbike_falls_down & train_stops ) -> F( car_enters | bar_is_up )),always when the motorbike falls down and the train stops then in the future the car enters or the bar is up
response_global,G(( escalator_moves & semaphore_is_yellow ) -> F( engine_stops | bridge_opens )),"as both the escalator moves and a semaphore is yellow, at some point either the engine stops or a bridge opens"
response_global,G(( house_is_built | sensor_captures_data ) -> F( car_enters | escalator_speeds_up )),"whenever a house is built or the sensor captures data then finally, a car enters or the escalator speeds up"
response_global,G(( motorbike_is_driven & elevator_is_blocked ) -> F( table_is_brown | engine_stops )),every time a motorbike is driven and an elevator is blocked then sooner or later either the table is brown or the engine stops
