pair_type,ltl,en
response_global,G(( UjpGKryFU ) -> F( BISdsiNri_f | JTgZdQG )),whenever UjpGKryFU then at some point either BISdsiNri_f or JTgZdQG
response_global,G(( lPPHpI | hWPlO ) -> F( dETLiqRRXtCXM )),"as either lPPHpI or hWPlO, in the future dETLiqRRXtCXM"
response_global,G(( MifDWLNsLKHTza ) -> F( egXnlyRLcNlr & SZHgKiXltEMtyn )),"after MifDWLNsLKHTza, in the future egXnlyRLcNlr and SZHgKiXltEMtyn"
response_global,G(( mNEBWMXmuisx & ykviEV_ ) -> F( ugNTLbZICRj & PzlrQxbKan )),sooner or later both ugNTLbZICRj and PzlrQxbKan after both mNEBWMXmuisx and ykviEV_
response_global,G(( DozCem ) -> F( gpEVRPIKfW | zJlJJU )),"every time DozCem then eventually, either gpEVRPIKfW or zJlJJU"
response_global,G(( HccaW ) -> F( AmoXOyVI & TUhImbzIPtd )),sooner or later AmoXOyVI and TUhImbzIPtd after HccaW
response_global,G(( LerZOpciBbc & gVpwV_XKNWLJ ) -> F( NIcyhdUioUfrN | DXeuiPgzR )),"after both LerZOpciBbc and gVpwV_XKNWLJ, sooner or later either NIcyhdUioUfrN or DXeuiPgzR"
response_global,G(( uSgrILBxpmXQx ) -> F( XQiYPFA & TorBSpMyom )),every time uSgrILBxpmXQx then in the future both XQiYPFA and TorBSpMyom
response_global,G(( iTdZsionpB ) -> F( mwXtEmY )),"eventually, mwXtEmY after iTdZsionpB"
response_global,G(( BULTZFpQcD ) -> F( UYqvksvMy & bvbuprtLowSV )),"finally, both UYqvksvMy and bvbuprtLowSV after BULTZFpQcD"
response_global,G(( NiasYgmbzxE ) -> F( ctrydNYIMExXD | QSyhH )),"always when NiasYgmbzxE then eventually, either ctrydNYIMExXD or QSyhH"
response_global,G(( ZhyemxQlZhZW ) -> F( oKQScdqa | NWoGaFTfmQLoOJ )),"as ZhyemxQlZhZW, it is going to happen that either oKQScdqa or NWoGaFTfmQLoOJ"
response_global,G(( _yUFH_q | WChXKhJfXe ) -> F( MPubeIF )),if _yUFH_q or WChXKhJfXe then it is going to happen that MPubeIF
response_global,G(( YBLDHSWYMsCHvkV & PDdWBIYuLvojM ) -> F( JmcWHqTnn )),"as YBLDHSWYMsCHvkV and PDdWBIYuLvojM, sooner or later JmcWHqTnn"
response_global,G(( kuDABa ) -> F( njtGBlS )),sooner or later njtGBlS after kuDABa
response_global,G(( EtXrOvYLRSxjJL & ioewu_FAik ) -> F( XkAjL | aAJHXifeRgqyLhL )),"finally, XkAjL or aAJHXifeRgqyLhL after EtXrOvYLRSxjJL and ioewu_FAik"
response_global,G(( gbktCUZspUZxi | QubZxB ) -> F( CwFfZHyUQyGIbR & AlfXjHGBGJGc )),whenever either gbktCUZspUZxi or QubZxB then in the future both CwFfZHyUQyGIbR and AlfXjHGBGJGc
response_global,G(( gQWkviOiEnbeE | kwbcfGxhJeov ) -> F( RyYQDgmBTq & yAeYqvymzsA )),"if gQWkviOiEnbeE or kwbcfGxhJeov then finally, RyYQDgmBTq and yAeYqvymzsA"
response_global,G(( VxTUbmCLoCf_nzL ) -> F( rqfnoG & eyUkX )),"as VxTUbmCLoCf_nzL, at some point in time rqfnoG and eyUkX"
response_global,G(( HuNPBiHAixUQQ & EjxfiWiwzE_vX ) -> F( KwevYcFkPANlVmX )),"after both HuNPBiHAixUQQ and EjxfiWiwzE_vX, in the future KwevYcFkPANlVmX"
response_global,G(( rJAqqacHM ) -> F( TlbvcnCV_fSWV )),"as rJAqqacHM, it is going to happen that TlbvcnCV_fSWV"
response_global,G(( VrztYcyJ ) -> F( rOmI_ | p_gdX )),whenever VrztYcyJ then sooner or later rOmI_ or p_gdX
response_global,G(( etFcHZRgRjKPqzg | QJqfJWfHbtqqJ ) -> F( vVOtgNvcurHdj )),at a certain moment vVOtgNvcurHdj after either etFcHZRgRjKPqzg or QJqfJWfHbtqqJ
response_global,G(( WNXxEsZHhi ) -> F( tHJlemfmaAYbhV )),every time WNXxEsZHhi then at some point in time tHJlemfmaAYbhV
response_global,G(( kBJPVmIbVNzPX ) -> F( GZpwWofhMM )),whenever kBJPVmIbVNzPX then in the future GZpwWofhMM
response_global,G(( WWiHsIPAXeXpj ) -> F( xeqSFdgKZmn )),if WWiHsIPAXeXpj then at a certain moment xeqSFdgKZmn
response_global,G(( _hSaI | snuSrDkTl ) -> F( cJzfj_wrq & wVotcSKXGElb )),"always when either _hSaI or snuSrDkTl then eventually, cJzfj_wrq and wVotcSKXGElb"
response_global,G(( eQqHHNxUQovZA | tgWcNUZaDc_BB ) -> F( FK_uiHi )),"as eQqHHNxUQovZA or tgWcNUZaDc_BB, it is going to happen that FK_uiHi"
response_global,G(( PsnGAd | nlssvnDLbSLjuFv ) -> F( gudQXTVZ | zeMKqwO_HufFkMn )),always when either PsnGAd or nlssvnDLbSLjuFv then at some point gudQXTVZ or zeMKqwO_HufFkMn
response_global,G(( LhPrUCCCdOqBP & dzBoPTsVUvmNXsb ) -> F( ep_YWxC_K & qWNbHTfIUNZP )),"as LhPrUCCCdOqBP and dzBoPTsVUvmNXsb, finally, both ep_YWxC_K and qWNbHTfIUNZP"
response_global,G(( XnKFinWWWpbfc ) -> F( uqLdVx )),whenever XnKFinWWWpbfc then in the future uqLdVx
response_global,G(( IYuhVNUv | zqPRPhHNZrhtwGV ) -> F( PSPhNjWgycSjcyh & svESPhIZhGhfY )),sooner or later both PSPhNjWgycSjcyh and svESPhIZhGhfY after either IYuhVNUv or zqPRPhHNZrhtwGV
response_global,G(( GcGrp ) -> F( RcYSZDMLbFXKSn )),sooner or later RcYSZDMLbFXKSn after GcGrp
response_global,G(( qeshxDDyvxRXVjD & oNboZKitRYIrTif ) -> F( zUleUe & njWwcbHwhad )),whenever both qeshxDDyvxRXVjD and oNboZKitRYIrTif then it will happen that zUleUe and njWwcbHwhad
response_global,G(( jvYndtdh ) -> F( muDLC )),if jvYndtdh then it is going to happen that muDLC
response_global,G(( CfoYzv ) -> F( VxFsOLiXjhioR )),"after CfoYzv, finally, VxFsOLiXjhioR"
response_global,G(( j_GAhdvku | QyNfjDmUoEjsDm ) -> F( YFHFTAJbCXqQ )),at a certain moment YFHFTAJbCXqQ after j_GAhdvku or QyNfjDmUoEjsDm
response_global,G(( qjHQEYWAYAC | gIgORNpksssXs ) -> F( nuQETqhLoTCZ )),if either qjHQEYWAYAC or gIgORNpksssXs then at some point in time nuQETqhLoTCZ
response_global,G(( ISZQzPc | YGSM_PieG ) -> F( dOBWR & QUKfxIHzg )),"as either ISZQzPc or YGSM_PieG, finally, both dOBWR and QUKfxIHzg"
response_global,G(( PyiJrNCuwOYmMM & CZvptJdTowHc ) -> F( MimmorkGi )),"after PyiJrNCuwOYmMM and CZvptJdTowHc, sooner or later MimmorkGi"
response_global,G(( ThMiOM | VwAjgpyweny ) -> F( nyjjppGqJbol )),every time either ThMiOM or VwAjgpyweny then in the future nyjjppGqJbol
response_global,G(( p_nyOa | lXnzdvvLOmrGmT ) -> F( egJVJFvFlJTG | ZdOHqMkHFiIDNL )),"as either p_nyOa or lXnzdvvLOmrGmT, finally, egJVJFvFlJTG or ZdOHqMkHFiIDNL"
response_global,G(( KuphgeQpo | BQRrrKIYbZot ) -> F( AXLOcWuPPtKi )),"if either KuphgeQpo or BQRrrKIYbZot then eventually, AXLOcWuPPtKi"
response_global,G(( QydvCoQUwCg ) -> F( DyC_xzHdUDXMoLP | jHcYKcZ_FZ )),always when QydvCoQUwCg then sooner or later either DyC_xzHdUDXMoLP or jHcYKcZ_FZ
response_global,G(( zsc_OgoDpsMbMxw & pGpIj ) -> F( LyzDA | xIeuJcMCbpUrPMp )),if both zsc_OgoDpsMbMxw and pGpIj then it is going to happen that either LyzDA or xIeuJcMCbpUrPMp
response_global,G(( sTEunazQnVwMg & nLo_UFk ) -> F( NsxHfXtAsx & FSCdbXT )),sooner or later NsxHfXtAsx and FSCdbXT after sTEunazQnVwMg and nLo_UFk
response_global,G(( XCEzpTOWsqma | WGzqCmDg ) -> F( N_uqeBMHlIme & cPnnCHOzDHFvRnX )),"finally, both N_uqeBMHlIme and cPnnCHOzDHFvRnX after either XCEzpTOWsqma or WGzqCmDg"
response_global,G(( htgjuyxwDYBnXv ) -> F( qcYkZTSEKWWYWQE )),"as htgjuyxwDYBnXv, at a certain moment qcYkZTSEKWWYWQE"
response_global,G(( ddYWorLfriUlaVB ) -> F( IEJiI_QAi_oyw | STEOrMWrlw )),whenever ddYWorLfriUlaVB then in the future IEJiI_QAi_oyw or STEOrMWrlw
response_global,G(( swGkYsDzc & oMYZZPi ) -> F( oJvAqMlaA | oEdmeAAjDmxJSw )),"as both swGkYsDzc and oMYZZPi, sooner or later oJvAqMlaA or oEdmeAAjDmxJSw"
response_global,G(( yiUZO ) -> F( yrTUMpkR | gvlkTkBhZMKRRgo )),always when yiUZO then in the future yrTUMpkR or gvlkTkBhZMKRRgo
response_global,G(( rXchLzlFEqQzZQ & dernMVKRBU ) -> F( CONdSIInqDuInnK | qAshy )),"as rXchLzlFEqQzZQ and dernMVKRBU, at a certain moment CONdSIInqDuInnK or qAshy"
response_global,G(( _kXjCcgLLJLCsO | uGzDE ) -> F( yK_eEK_UIeegq | HxSdPJyiaDrdW )),"after either _kXjCcgLLJLCsO or uGzDE, finally, either yK_eEK_UIeegq or HxSdPJyiaDrdW"
response_global,G(( DclAxWyFuZBkLZQ ) -> F( KgJJvGYQRfF | NkBVWhNFNvzslDu )),"eventually, KgJJvGYQRfF or NkBVWhNFNvzslDu after DclAxWyFuZBkLZQ"
response_global,G(( gSZcBsDyqdcpFkF ) -> F( wkITzhRQbqfSv )),"after gSZcBsDyqdcpFkF, eventually, wkITzhRQbqfSv"
response_global,G(( StcRIlQtvCpTjVg & IjpKB ) -> F( SOSQMcuJvlNkNR & NApdNyjfXHxQlg )),it is going to happen that SOSQMcuJvlNkNR and NApdNyjfXHxQlg after StcRIlQtvCpTjVg and IjpKB
response_global,G(( EoRwg | rDlIsoiVIVYX ) -> F( eQHkgQwNEyKmZp )),whenever EoRwg or rDlIsoiVIVYX then at some point in time eQHkgQwNEyKmZp
response_global,G(( XaLEn ) -> F( _WJSNUsbFtj )),"whenever XaLEn then finally, _WJSNUsbFtj"
response_global,G(( KZXoxyIG ) -> F( AoZIR )),"every time KZXoxyIG then eventually, AoZIR"
response_global,G(( NKCIshVsw ) -> F( iaUkKnWKXktvv )),"after NKCIshVsw, finally, iaUkKnWKXktvv"
response_global,G(( iTFnawHNDLZe & lRunBihEImhB ) -> F( WUMpvbDiNwka )),if iTFnawHNDLZe and lRunBihEImhB then it is going to happen that WUMpvbDiNwka
response_global,G(( xPoqb | DmUZef_IvJDWphT ) -> F( SBVKZes )),every time xPoqb or DmUZef_IvJDWphT then at some point in time SBVKZes
response_global,G(( FIPBcA ) -> F( MJOFMdMz )),always when FIPBcA then in the future MJOFMdMz
response_global,G(( DaSelMHqYme & GOlLcVoZJkClEu ) -> F( FxqJMi | cQwapASmPmD )),always when both DaSelMHqYme and GOlLcVoZJkClEu then at some point in time either FxqJMi or cQwapASmPmD
response_global,G(( VQ_HfwqFnalcU ) -> F( VBUrWkuQjN )),every time VQ_HfwqFnalcU then in the future VBUrWkuQjN
response_global,G(( cYBNyMG ) -> F( fCavVRPjfLfEUHG )),it will happen that fCavVRPjfLfEUHG after cYBNyMG
response_global,G(( BBpYTiFnXZ ) -> F( sazrP_Gx | eTMJK )),always when BBpYTiFnXZ then it is going to happen that either sazrP_Gx or eTMJK
response_global,G(( gpEtwwOqBPJUW ) -> F( LRdUksSHOScBjv )),"as gpEtwwOqBPJUW, eventually, LRdUksSHOScBjv"
response_global,G(( MLKuM ) -> F( AeQynmE | nKinvQ )),if MLKuM then in the future AeQynmE or nKinvQ
response_global,G(( HeGErEXlq & QNLXgan_JeeRs ) -> F( ztODlKcEn )),"if both HeGErEXlq and QNLXgan_JeeRs then finally, ztODlKcEn"
response_global,G(( MhnfbzrehXZM & EHNCKqIr ) -> F( WNwTzKbXFFjzp )),whenever MhnfbzrehXZM and EHNCKqIr then sooner or later WNwTzKbXFFjzp
response_global,G(( WANYbMhJPaT & tiTRdaBc ) -> F( rPMVjN_qfQypfd )),every time WANYbMhJPaT and tiTRdaBc then in the future rPMVjN_qfQypfd
response_global,G(( JVVQTHPPPFz ) -> F( gfGAEmcfeVZ )),"as JVVQTHPPPFz, it will happen that gfGAEmcfeVZ"
response_global,G(( cbiSUSvsatqNdcD & HcKYKbAY ) -> F( DtVOcd | qxmmQfAOPxBoa )),in the future DtVOcd or qxmmQfAOPxBoa after cbiSUSvsatqNdcD and HcKYKbAY
response_global,G(( OeaRzznAPVOJ | nNelHQGLYPNk ) -> F( uCHJfzByfVkOyl | _qkeJ )),"always when OeaRzznAPVOJ or nNelHQGLYPNk then finally, either uCHJfzByfVkOyl or _qkeJ"
response_global,G(( KDTYDWjwfMB | onGTW ) -> F( GjmOFrq )),if KDTYDWjwfMB or onGTW then at a certain moment GjmOFrq
response_global,G(( iCZFMNZmmJ & wkZDTwXJl ) -> F( jhAtLROlXkFv & JpMLtsPnQgHTeKs )),it will happen that jhAtLROlXkFv and JpMLtsPnQgHTeKs after both iCZFMNZmmJ and wkZDTwXJl
response_global,G(( pGyZSxwOdYPhhPB & tJcsug ) -> F( eJbAIXj | SfFYzuSg )),"as pGyZSxwOdYPhhPB and tJcsug, it is going to happen that either eJbAIXj or SfFYzuSg"
response_global,G(( OFgLrfAvgBNHy ) -> F( IMskpy_ | VmPnSAxxAIJXMh )),in the future IMskpy_ or VmPnSAxxAIJXMh after OFgLrfAvgBNHy
response_global,G(( PeoeaznZILW_UfU | oWfyPjNY ) -> F( oTLfVXozO )),in the future oTLfVXozO after either PeoeaznZILW_UfU or oWfyPjNY
response_global,G(( MpHbmZPFFtEo | GLlGNMRBoZQqMd ) -> F( FdQnSxQb )),"after either MpHbmZPFFtEo or GLlGNMRBoZQqMd, at some point FdQnSxQb"
response_global,G(( SRnoyMCjowphR & vwSCN ) -> F( ODNdnMYzenxYXoK | Crs_yETCNxrQffo )),"as both SRnoyMCjowphR and vwSCN, it is going to happen that either ODNdnMYzenxYXoK or Crs_yETCNxrQffo"
response_global,G(( HTOhyJdqzXc ) -> F( gjxpuf | gHbpsEmJpZbMS )),if HTOhyJdqzXc then it will happen that either gjxpuf or gHbpsEmJpZbMS
response_global,G(( VWEOXuRaOpFUsQi | AJxskj ) -> F( DjNIJQmAuYe | lY_GnUHOJyYLk )),every time VWEOXuRaOpFUsQi or AJxskj then at some point in time either DjNIJQmAuYe or lY_GnUHOJyYLk
response_global,G(( UqYoPrKwA ) -> F( LdvJgiRLS | QtDrH )),"as UqYoPrKwA, at some point in time LdvJgiRLS or QtDrH"
response_global,G(( LECFWtsZ ) -> F( NmyoGnbOUSE )),"finally, NmyoGnbOUSE after LECFWtsZ"
response_global,G(( sHA_zhzUhydzaXs ) -> F( igBXHRVITYhWYOJ & qIcH_x__bNP )),"eventually, igBXHRVITYhWYOJ and qIcH_x__bNP after sHA_zhzUhydzaXs"
response_global,G(( SdBLgKPryBWrrk & DDiXoQjwOid ) -> F( pVBo_bIbhVhxod | eQURzT_ )),if both SdBLgKPryBWrrk and DDiXoQjwOid then it will happen that pVBo_bIbhVhxod or eQURzT_
response_global,G(( Oftmdx & GHsJUqHMpHonxsS ) -> F( fdDg__bTYL )),every time Oftmdx and GHsJUqHMpHonxsS then sooner or later fdDg__bTYL
response_global,G(( hwhQqLyKbvVtvOB ) -> F( aelNwCHZQK | zKKHArPUk )),always when hwhQqLyKbvVtvOB then it is going to happen that either aelNwCHZQK or zKKHArPUk
response_global,G(( HztQfLrbq | sWgPQriBTGlzfnJ ) -> F( bFkikeEJHD )),"as HztQfLrbq or sWgPQriBTGlzfnJ, finally, bFkikeEJHD"
response_global,G(( NIudgICaGyZdQwp & izajiHYb ) -> F( sWukVA | OrfXboiJRkR )),it will happen that either sWukVA or OrfXboiJRkR after NIudgICaGyZdQwp and izajiHYb
response_global,G(( SXzbT & kXAISxWiIUvgxWg ) -> F( JGULcPYcn )),always when both SXzbT and kXAISxWiIUvgxWg then at some point in time JGULcPYcn
response_global,G(( zEQaetxTEdmgam | NXBXXJqFgjFSqQ ) -> F( YkXwRwiwroZW )),always when either zEQaetxTEdmgam or NXBXXJqFgjFSqQ then sooner or later YkXwRwiwroZW
response_global,G(( CzgFqHNu ) -> F( sJXoDTmrUfMEL )),if CzgFqHNu then it will happen that sJXoDTmrUfMEL
response_global,G(( PqMocXMVWutff | _GuzBFariKMFe ) -> F( _bZZLgUItDgRwV )),if PqMocXMVWutff or _GuzBFariKMFe then at a certain moment _bZZLgUItDgRwV
response_global,G(( zFSPkUsSEHbL ) -> F( gaYBzOqcgosq_wx | cmNkFGJUpkSy )),"after zFSPkUsSEHbL, sooner or later either gaYBzOqcgosq_wx or cmNkFGJUpkSy"
response_global,G(( aoiTySofsHTJaU | CvbjESgAq ) -> F( DbIAdtYwkKbcj )),if aoiTySofsHTJaU or CvbjESgAq then in the future DbIAdtYwkKbcj
response_global,G(( esIjJTEl ) -> F( nLVHz )),whenever esIjJTEl then at a certain moment nLVHz
response_global,G(( WkOhMdwyJpTT | NLJCGAbvQ ) -> F( TRFqRVasRLWL & llcFUy )),"finally, TRFqRVasRLWL and llcFUy after either WkOhMdwyJpTT or NLJCGAbvQ"
response_global,G(( cwjmm | RWeXhh_GdhBktC ) -> F( maYfz | ggB_ZuguDPNfxsD )),"always when either cwjmm or RWeXhh_GdhBktC then eventually, either maYfz or ggB_ZuguDPNfxsD"
response_global,G(( fgCrvCEOUDkTQ & bxZKWkEH ) -> F( GjQXNPGlmshXCcc | aoaRK_g )),"whenever both fgCrvCEOUDkTQ and bxZKWkEH then finally, GjQXNPGlmshXCcc or aoaRK_g"
response_global,G(( TDllXXkYAsBeD ) -> F( sMozgad )),"after TDllXXkYAsBeD, at a certain moment sMozgad"
response_global,G(( TuRmKAVEFc & TUfdGa ) -> F( YvULmIS & VrJsOKdNOHfG )),"eventually, YvULmIS and VrJsOKdNOHfG after both TuRmKAVEFc and TUfdGa"
response_global,G(( EdyVmCgwEsOK ) -> F( HULEYsCXXdrllti & RLEZEFKa )),"as EdyVmCgwEsOK, at some point HULEYsCXXdrllti and RLEZEFKa"
response_global,G(( RYSFN ) -> F( Ah_tExeIyIk )),every time RYSFN then it will happen that Ah_tExeIyIk
response_global,G(( FC_qAGRzjVt | nKemxE ) -> F( _MnBnDvKzFBCXg )),"if FC_qAGRzjVt or nKemxE then finally, _MnBnDvKzFBCXg"
response_global,G(( PunlGgKwxPZz & exDfJpBj_ww ) -> F( ZshPtZ )),"after PunlGgKwxPZz and exDfJpBj_ww, it is going to happen that ZshPtZ"
response_global,G(( CUmQJbjI | chAgh ) -> F( ZvaIuJoDhWD | GrRpLG_gxRCLoZ )),every time either CUmQJbjI or chAgh then it will happen that ZvaIuJoDhWD or GrRpLG_gxRCLoZ
response_global,G(( DWvACJGS_RmXd ) -> F( FdtggxzEmQvjdif | BSvTjtWphaYjZ )),"as DWvACJGS_RmXd, in the future FdtggxzEmQvjdif or BSvTjtWphaYjZ"
response_global,G(( GJyJ_jX & ICGPmQiapmr_V ) -> F( tRkTtAzp | PWUGeF )),"every time both GJyJ_jX and ICGPmQiapmr_V then finally, tRkTtAzp or PWUGeF"
response_global,G(( MwWcI ) -> F( PrJqte & oAczM_MobAdEx )),every time MwWcI then it is going to happen that both PrJqte and oAczM_MobAdEx
response_global,G(( DMrRTbC ) -> F( GGefJaadeiSCrfz )),it is going to happen that GGefJaadeiSCrfz after DMrRTbC
response_global,G(( iHdCT ) -> F( PrtobCO & vFOJgVMfZd )),"after iHdCT, it will happen that PrtobCO and vFOJgVMfZd"
response_global,G(( iFpQWRCbqbdIUx | MQoXCSHbgkKhot ) -> F( EMrfakUxwuoGU | KAkuDQYalSHIf )),at some point in time either EMrfakUxwuoGU or KAkuDQYalSHIf after either iFpQWRCbqbdIUx or MQoXCSHbgkKhot
response_global,G(( ysiJzS | kupxyvvYEChebo ) -> F( EImMkcgMEc & XQOPYqWYcvzV )),"every time ysiJzS or kupxyvvYEChebo then eventually, both EImMkcgMEc and XQOPYqWYcvzV"
response_global,G(( lbHyRbWMIl_ ) -> F( gdeVwDMnEnEBGaZ | zMqWKgSDDTrWxyo )),if lbHyRbWMIl_ then at some point in time gdeVwDMnEnEBGaZ or zMqWKgSDDTrWxyo
response_global,G(( REORNCfe ) -> F( lgpfXLPzHB )),in the future lgpfXLPzHB after REORNCfe
response_global,G(( wCBqXPHmhZmSml | zjkww ) -> F( cEcZIyW )),"as either wCBqXPHmhZmSml or zjkww, at some point cEcZIyW"
response_global,G(( qX_yHwXLQAtSv | YfBg_g ) -> F( ZtvfJg & IeXBgPPiaM )),"after qX_yHwXLQAtSv or YfBg_g, eventually, both ZtvfJg and IeXBgPPiaM"
response_global,G(( KwtzayJUuiEmrdU | HxPuJgebWFw ) -> F( Av_KoEYksiGVJ )),always when KwtzayJUuiEmrdU or HxPuJgebWFw then at some point Av_KoEYksiGVJ
response_global,G(( mYyBspfuE ) -> F( RtLoPLFYvvjijTX )),whenever mYyBspfuE then it is going to happen that RtLoPLFYvvjijTX
response_global,G(( hRKAVKTSFjy & Mcemw ) -> F( YOJ_X & Vrqkd )),always when both hRKAVKTSFjy and Mcemw then sooner or later YOJ_X and Vrqkd
response_global,G(( eqpNJr ) -> F( FiTvmVl_y )),"after eqpNJr, eventually, FiTvmVl_y"
response_global,G(( zogCTai ) -> F( nDbUMHqLdDed )),every time zogCTai then it will happen that nDbUMHqLdDed
response_global,G(( k_tAjCaceM ) -> F( qFxMlbeKxlXgCYH & rFnOqbFwpejHZiF )),"after k_tAjCaceM, finally, qFxMlbeKxlXgCYH and rFnOqbFwpejHZiF"
response_global,G(( HfZIA ) -> F( WfioTtpfoqQEHZl | tyvNfh )),"every time HfZIA then eventually, WfioTtpfoqQEHZl or tyvNfh"
response_global,G(( UBRrWdQQH ) -> F( cMOVQ | IBYzXnwdfNAV_cr )),at some point in time either cMOVQ or IBYzXnwdfNAV_cr after UBRrWdQQH
response_global,G(( pcMVhVy ) -> F( mczuwdcHnEcgnfx & SuZsIBI_ )),it will happen that mczuwdcHnEcgnfx and SuZsIBI_ after pcMVhVy
response_global,G(( tgekAsl ) -> F( xrKQh | uDcZofEgOUX )),whenever tgekAsl then sooner or later either xrKQh or uDcZofEgOUX
response_global,G(( etLdLnNWoJUEFdb ) -> F( DEzNqViiFQEZpp )),"as etLdLnNWoJUEFdb, finally, DEzNqViiFQEZpp"
response_global,G(( BDOnbevGsUOL | XVuJnoWY ) -> F( lyAzYvkTDJfIaD & ACYTxJfOh )),if BDOnbevGsUOL or XVuJnoWY then at some point in time lyAzYvkTDJfIaD and ACYTxJfOh
response_global,G(( mZFIShTBfXVtcpF & NkTmeUzid ) -> F( ixDJ_lAgFf )),"every time both mZFIShTBfXVtcpF and NkTmeUzid then eventually, ixDJ_lAgFf"
response_global,G(( bPtmqOAAS ) -> F( KBlKQafCaIQ & aGjQnFVuFhWP )),"eventually, both KBlKQafCaIQ and aGjQnFVuFhWP after bPtmqOAAS"
response_global,G(( icvqKrymbfzhy ) -> F( nhKMdPitVTR | fjSMVbSajLlsvK )),sooner or later nhKMdPitVTR or fjSMVbSajLlsvK after icvqKrymbfzhy
response_global,G(( EwUjjVukMyXDz ) -> F( ocBhSjnJAtT_gJ & WamGIwWOET )),always when EwUjjVukMyXDz then sooner or later both ocBhSjnJAtT_gJ and WamGIwWOET
response_global,G(( dLcUzsUWyPjhh ) -> F( MqRZWsPchzqE )),"after dLcUzsUWyPjhh, in the future MqRZWsPchzqE"
response_global,G(( wSBmL_q_tuk ) -> F( FaOeezL | mHAmiHu )),if wSBmL_q_tuk then sooner or later FaOeezL or mHAmiHu
response_global,G(( HXTUcXCZkMvXz | vygMBlzFNgbar ) -> F( BuHSqz )),every time HXTUcXCZkMvXz or vygMBlzFNgbar then sooner or later BuHSqz
response_global,G(( dvoxadhP_ ) -> F( kTbPnZNo )),"as dvoxadhP_, eventually, kTbPnZNo"
response_global,G(( GoPWlRG ) -> F( GAvuMSLbme )),"as GoPWlRG, it will happen that GAvuMSLbme"
response_global,G(( kbaWEbAjayHPIn ) -> F( ELXll | UnkkBLpo )),whenever kbaWEbAjayHPIn then in the future either ELXll or UnkkBLpo
response_global,G(( UjtHaOpUlM ) -> F( SQWl_J | ngdDAkvQYZYKGk )),whenever UjtHaOpUlM then at some point in time SQWl_J or ngdDAkvQYZYKGk
response_global,G(( fNX_AjCOxKREc & XkvshhTJo ) -> F( gTMXMKTGB_NsPzk | buhzBcXn )),"always when fNX_AjCOxKREc and XkvshhTJo then eventually, either gTMXMKTGB_NsPzk or buhzBcXn"
response_global,G(( EWsDcu | EjGmKot ) -> F( qUCLn )),in the future qUCLn after either EWsDcu or EjGmKot
response_global,G(( PJHBeG & jlaWfyR ) -> F( FKC_trRYanpPD | EuElywtsqmmUW )),every time PJHBeG and jlaWfyR then it will happen that either FKC_trRYanpPD or EuElywtsqmmUW
response_global,G(( zhWnFRKhJPX ) -> F( KAtEnwZxIhYvUj )),"as zhWnFRKhJPX, it is going to happen that KAtEnwZxIhYvUj"
response_global,G(( KLKIPOZWvbWb & fTJfFfC ) -> F( BTsZrJzlJ & kpOPROhJNrRTVd )),if both KLKIPOZWvbWb and fTJfFfC then it is going to happen that both BTsZrJzlJ and kpOPROhJNrRTVd
response_global,G(( MbfOy ) -> F( VTWSFaLsT | aJwSNtDDO )),whenever MbfOy then at some point in time either VTWSFaLsT or aJwSNtDDO
response_global,G(( CCNCqnyp ) -> F( XRiNOYjMupvkp & VBEKhsk )),"after CCNCqnyp, it is going to happen that both XRiNOYjMupvkp and VBEKhsk"
response_global,G(( GiIjsT ) -> F( HkQwWoPMJsuBqb & oAKjcjTry )),"as GiIjsT, it is going to happen that both HkQwWoPMJsuBqb and oAKjcjTry"
response_global,G(( ARyVR | suKnS ) -> F( ZozRBYEgtoYHHr )),"every time ARyVR or suKnS then finally, ZozRBYEgtoYHHr"
response_global,G(( dnwxT ) -> F( iyaDaARGZCqWu & Mdf_Erb )),"after dnwxT, at some point iyaDaARGZCqWu and Mdf_Erb"
response_global,G(( DDHUuqN ) -> F( lvasSIQ )),in the future lvasSIQ after DDHUuqN
response_global,G(( DLINFQXw ) -> F( DzrVqakaTog & WTAuimsPSpF )),"as DLINFQXw, eventually, DzrVqakaTog and WTAuimsPSpF"
response_global,G(( pAuBOHzFa | JdNGAMRdVP ) -> F( JWUIDvJStPdCa )),if either pAuBOHzFa or JdNGAMRdVP then at some point in time JWUIDvJStPdCa
response_global,G(( XVJVgBVbr ) -> F( SaUCFtAxD | HxcbrBqo )),"as XVJVgBVbr, at a certain moment either SaUCFtAxD or HxcbrBqo"
response_global,G(( hiP_BOTv | MBMLJIEzZtDKeWt ) -> F( iPqvZ )),"after either hiP_BOTv or MBMLJIEzZtDKeWt, it is going to happen that iPqvZ"
response_global,G(( rQFdKZvAzFAN | INtOtn ) -> F( klMkX_n & iViozt )),whenever rQFdKZvAzFAN or INtOtn then it will happen that both klMkX_n and iViozt
response_global,G(( fKoEWPHmTNH & CJJkGFkdTDFfaH ) -> F( Rqen_QdUNDT )),every time fKoEWPHmTNH and CJJkGFkdTDFfaH then at a certain moment Rqen_QdUNDT
response_global,G(( hsRgOven_B & OxhicjHKIVrTEO ) -> F( gyMdGuB & YuOWfejiVSbjd )),always when hsRgOven_B and OxhicjHKIVrTEO then at some point gyMdGuB and YuOWfejiVSbjd
